PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
14.149762431300216,37.13338883064318,15.619695664792484,1.1167558977628185,10.71083709573569,1.4245692793877827,0.3522539997214889,4.55326157526272,12.851639897582432,1.0490463040552875,0.0,0.7644106279727911,0.2743783957831196
