Match demand,Minimize cost,tooltip
21097508.412129994,42.98375953542704,"Generation: 11<br>Type: Minimize curtailments<br>Installed power: 196.52 GW<br>Renewable power: 165.63 GW (255.05 %)<br>Emissions: 23,261.12 Kton CO<sub>2</sub> (63.96 %)<br>Imported energy: 87.03 GWh<br>Exported energy: -29595.79 GWh<br>Net cost: 12,944.51 M€<br>Dumped energy cost: 709.14 M€<br>Power PV: 56.94 GW (56696.04732832059)<br>Power wind: 74.89 GW (74462.94828879993)<br>Power CSP: 2.72 GW (418.99861328708994)<br>Match demand = 21,097.51 GWh<br>Minimize cost = 4.30 c€/kWh<br>"
4152557.5434563337,52.91812291589608,"Generation: 149<br>Type: Minimize curtailments<br>Installed power: 163.88 GW<br>Renewable power: 132.99 GW (204.79 %)<br>Emissions: 25,794.65 Kton CO<sub>2</sub> (60.03 %)<br>Imported energy: 129.72 GWh<br>Exported energy: -10684.48 GWh<br>Net cost: 15,936.24 M€<br>Dumped energy cost: 142.52 M€<br>Power PV: 22.36 GW (22116.72424172076)<br>Power wind: 61.89 GW (61466.29361619657)<br>Power CSP: 17.66 GW (15358.272285078827)<br>Match demand = 4,152.56 GWh<br>Minimize cost = 5.29 c€/kWh<br>"
4138594.7957409304,52.92523613719711,"Generation: 137<br>Type: Minimize curtailments<br>Installed power: 163.84 GW<br>Renewable power: 132.95 GW (204.72 %)<br>Emissions: 25,805.89 Kton CO<sub>2</sub> (60.01 %)<br>Imported energy: 129.51 GWh<br>Exported energy: -10698.11 GWh<br>Net cost: 15,938.38 M€<br>Dumped energy cost: 142.11 M€<br>Power PV: 22.26 GW (22007.428703773854)<br>Power wind: 61.96 GW (61531.92156776816)<br>Power CSP: 17.66 GW (15358.272285078827)<br>Match demand = 4,138.59 GWh<br>Minimize cost = 5.29 c€/kWh<br>"
5770442.285876614,49.747975601977885,"Generation: 147<br>Type: Minimize curtailments<br>Installed power: 170.58 GW<br>Renewable power: 139.69 GW (215.11 %)<br>Emissions: 25,801.37 Kton CO<sub>2</sub> (60.02 %)<br>Imported energy: 149.75 GWh<br>Exported energy: -10859.10 GWh<br>Net cost: 14,981.55 M€<br>Dumped energy cost: 190.95 M€<br>Power PV: 39.39 GW (39146.36162266659)<br>Power wind: 56.77 GW (56346.243046394025)<br>Power CSP: 12.45 GW (10150.922180822385)<br>Match demand = 5,770.44 GWh<br>Minimize cost = 4.97 c€/kWh<br>"
5823763.920588721,49.69298332536602,"Generation: 142<br>Type: Minimize curtailments<br>Installed power: 170.75 GW<br>Renewable power: 139.86 GW (215.36 %)<br>Emissions: 25,778.15 Kton CO<sub>2</sub> (60.06 %)<br>Imported energy: 149.75 GWh<br>Exported energy: -10923.62 GWh<br>Net cost: 14,964.99 M€<br>Dumped energy cost: 192.70 M€<br>Power PV: 39.62 GW (39371.74351024534)<br>Power wind: 56.77 GW (56346.23943762919)<br>Power CSP: 12.39 GW (10087.981819815619)<br>Match demand = 5,823.76 GWh<br>Minimize cost = 4.97 c€/kWh<br>"
5857838.349058408,49.492465657208214,"Generation: 142<br>Type: Minimize curtailments<br>Installed power: 170.94 GW<br>Renewable power: 140.05 GW (215.66 %)<br>Emissions: 25,807.54 Kton CO<sub>2</sub> (60.01 %)<br>Imported energy: 145.78 GWh<br>Exported energy: -11256.02 GWh<br>Net cost: 14,904.60 M€<br>Dumped energy cost: 193.92 M€<br>Power PV: 39.46 GW (39209.612851973594)<br>Power wind: 57.55 GW (57123.48975579902)<br>Power CSP: 11.97 GW (9664.74477263321)<br>Match demand = 5,857.84 GWh<br>Minimize cost = 4.95 c€/kWh<br>"
5712703.1893549375,50.10507486124246,"Generation: 140<br>Type: Minimize curtailments<br>Installed power: 170.17 GW<br>Renewable power: 139.28 GW (214.47 %)<br>Emissions: 25,806.70 Kton CO<sub>2</sub> (60.01 %)<br>Imported energy: 157.66 GWh<br>Exported energy: -10273.08 GWh<br>Net cost: 15,089.09 M€<br>Dumped energy cost: 188.94 M€<br>Power PV: 39.62 GW (39369.101963268564)<br>Power wind: 55.44 GW (55013.32094319774)<br>Power CSP: 13.15 GW (10844.28970416922)<br>Match demand = 5,712.70 GWh<br>Minimize cost = 5.01 c€/kWh<br>"
5770501.195520865,49.74794359676521,"Generation: 135<br>Type: Minimize curtailments<br>Installed power: 170.58 GW<br>Renewable power: 139.69 GW (215.11 %)<br>Emissions: 25,801.33 Kton CO<sub>2</sub> (60.02 %)<br>Imported energy: 149.75 GWh<br>Exported energy: -10859.16 GWh<br>Net cost: 14,981.54 M€<br>Dumped energy cost: 190.95 M€<br>Power PV: 39.39 GW (39146.52544675836)<br>Power wind: 56.77 GW (56346.243046394025)<br>Power CSP: 12.45 GW (10150.922180822385)<br>Match demand = 5,770.50 GWh<br>Minimize cost = 4.97 c€/kWh<br>"
5851186.776827405,49.68174999532802,"Generation: 131<br>Type: Minimize curtailments<br>Installed power: 170.81 GW<br>Renewable power: 139.92 GW (215.46 %)<br>Emissions: 25,751.00 Kton CO<sub>2</sub> (60.10 %)<br>Imported energy: 149.35 GWh<br>Exported energy: -10965.82 GWh<br>Net cost: 14,961.61 M€<br>Dumped energy cost: 193.62 M€<br>Power PV: 39.62 GW (39372.029327013835)<br>Power wind: 56.84 GW (56411.682098560705)<br>Power CSP: 12.39 GW (10087.981819815619)<br>Match demand = 5,851.19 GWh<br>Minimize cost = 4.97 c€/kWh<br>"
5758611.495457317,49.754376733771466,"Generation: 130<br>Type: Minimize curtailments<br>Installed power: 170.55 GW<br>Renewable power: 139.66 GW (215.06 %)<br>Emissions: 25,810.99 Kton CO<sub>2</sub> (60.01 %)<br>Imported energy: 149.77 GWh<br>Exported energy: -10846.77 GWh<br>Net cost: 14,983.48 M€<br>Dumped energy cost: 190.56 M€<br>Power PV: 39.36 GW (39113.53481750878)<br>Power wind: 56.77 GW (56346.243046394025)<br>Power CSP: 12.45 GW (10150.922180822385)<br>Match demand = 5,758.61 GWh<br>Minimize cost = 4.98 c€/kWh<br>"
