PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
18.844101761263207,53.78446074396803,6.5396522108750785,1.1510413084113982,6.035391147028815,1.705086014586782,0.5591928222431972,1.2148323078860213,8.742349094145284,0.3224211341206036,0.0,0.8335116188053927,0.2679598366661786
