month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,4.599895704332601,23.284523776806818,0.6745970709244383,0.270416776984518,3.441769437395356,0.30140136836644604,0.17817443625922905,0.21305769849458128,2.886011917235274,0.05548680940534764,0.0,0.21256646458170597,0.06900671358170583,-4.257297369266822,0.03047074175709854
2,5.717559750896574,24.10249855213087,1.5131535647882342,0.25281511133875423,3.886665196101624,0.3606265795434766,0.27426842753904995,0.1905937733185639,0.523904921717159,0.051060839438953204,0.0,0.19170970327643608,0.057146140276436275,-4.663381046994472,0
3,9.335029992652593,22.6832956477188,5.306514625144887,0.2554825274070022,4.366493700822102,0.27033630009291476,0.15356699294346746,0.20724454569245052,0.9823718850380403,0.05698991116996657,0.0,0.22111043113873338,0.06955322213873298,-6.025585508885047,0
4,9.389029161629962,18.377396722155463,5.587585375121362,0.20982992599211736,5.244826697297636,0.3933470241431649,0.19482537423153848,0.19953066054724117,0.32803934697344933,0.05381893360318155,0.0,0.19076940748885024,0.0380572804888502,-5.45421099268775,0
5,10.400253929116523,16.143316418380998,6.8243843135006435,0.2770659851598611,5.101155683747962,0.4919063088900609,0.2933391496036408,0.21165976260595123,0.3112231620213058,0.05710885215349769,0.0,0.14904603765403732,0.036327256654037354,-5.334589790000939,0
6,11.67331131155581,13.385102069093648,11.144130685202681,0.2877538865722606,2.9561445577716805,0.6195751540775224,0.3814809948713364,0.21708972930029116,0.3295218128172713,0.060466619304168676,0.0,0.20834847226887285,0.06787330226887292,-4.938211649198187,0
7,11.653020446928076,14.352876806165634,11.300206946072368,0.31130673486002447,2.2731959212580075,0.5673533179327483,0.3717716544844507,0.22433655080100814,0.556980976939876,0.06841392857541369,0.0,0.2573786296263401,0.07808043262634048,-4.688633283861931,0
8,11.204600985100535,14.843251034402565,11.034271925488431,0.32704002171429614,2.047129053814288,0.7379135053654561,0.43414428597048216,0.21242806465000333,0.3833341236686714,0.07030467309639231,0.0,0.25798782677157206,0.07514858477157159,-4.741180446694737,0
9,9.00190071745579,10.692288002045375,8.189509883146265,0.3078538079065406,1.6536546047719622,0.9778902885839138,0.6785886928208844,0.21385393756728943,0.40797885529555816,0.06429085473411683,0.0,0.25055749128222443,0.07561607728222436,-2.1585680872513846,0
10,6.8695806322683355,9.63178887390811,4.060564882419055,0.3063838662937294,1.6318322052881205,0.6735697846591507,0.5686736754170347,0.23218142840280528,3.0966531889871156,0.06048611504991824,0.0,0.24279941904158078,0.07281170004158088,-1.1272711445099655,0.027776658973072556
11,5.228413944334466,16.027520211559356,2.0298150331790725,0.3047226881350756,1.4990374454405226,0.4883716550372476,0.2530155751673619,0.22987669454727647,3.5061294094515745,0.054110121467104595,0.0,0.2167384662045665,0.07615561920456654,-2.1058325472118287,0.07207880058782029
12,4.501553275984374,10.866248758517179,1.6468610041066756,0.3063462855163694,1.846548238854914,0.5517577464140898,0.3489376966272649,0.23282645883072942,6.233435251363627,0.056849575478978814,0.0,0.21529555268081113,0.08190160668081095,-0.3113123980965729,0.21028328551926787
