PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
11.380552105521408,56.60318898049105,4.855021548678946,1.052905549899484,8.721618373235303,1.195138097942471,0.27282401563426006,0.0,2.220756289386155,12.247163361821201,0.4590710179756579,0.0,0.7078088308440366,0.28395182857004514
