PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
10.03788819138968,60.21965754829619,3.246702196013149,1.0455666095003224,7.7066590517514895,1.387489525701289,0.23478648522360474,2.2054308721655262,12.488792203636105,0.44768600939068637,0.0,0.7220024034296988,0.25733890350224564
