PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
20.768353558117663,31.817745254338572,22.609091499700096,1.0483367417350622,12.779787129475698,2.5840748111139566,0.27108635148888427,2.0680048903923827,4.716638553618819,0.47853938996204476,0.0,0.6433222212011428,0.21501959885566674
