month (%),PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%),Export (%),Import (%)
1,10.782817070547383,61.825018223437134,4.2612072665567045,0.9199348366887481,6.8178268351740785,0.7657984019798626,0.21058173691347679,1.928554681880715,11.082868354539956,0.416193934888086,0.0,0.7389217252930868,0.25027693210080093,-6.107325047920365,0.3054915297490141
2,13.003756888246862,58.83118136032025,9.308439367742702,1.0318781350971864,8.175127637331975,1.6900289872316112,0.28701975569593097,1.928397411166124,4.320493834308755,0.4381246221692558,0.0,0.7357525061758701,0.2497994945134895,-4.1585790550186985,0.0
3,10.859319619582841,68.65607715425293,5.986290067597681,0.6367629863178087,10.328417369664402,0.4018572390920182,0.04772262906336506,1.3715643410332998,0.685452636821077,0.3136288150511333,0.0,0.5318089626525031,0.1810981788709629,-11.864920407895722,0.0
4,15.800631735918179,50.307530349866305,11.991341663583103,0.7320712991759601,14.519853753061408,1.9336631280538659,0.3489609880795071,1.8127110481887065,1.3756006351318544,0.3900001368896278,0.0,0.5487619444217957,0.23887331762967756,-8.74258030579775,0.0
5,19.6128224910627,38.72286551135871,19.207227501043274,0.9382191620627027,11.33293588580175,1.923073251146842,0.2720772712952855,1.9470217488605555,5.022572360725823,0.4295828601352629,0.0,0.47703671767989586,0.11456523882721553,-6.2453670949378735,0.0
6,20.768353558117663,31.817745254338572,22.609091499700096,1.0483367417350622,12.779787129475698,2.5840748111139566,0.27108635148888427,2.0680048903923827,4.716638553618819,0.47853938996204476,0.0,0.6433222212011428,0.21501959885566674,-4.758741598873681,0.0
7,19.533279643652993,24.94686897109833,32.94171512378391,1.03866035630348,9.69366813052659,6.116510890571678,0.7937659376302697,1.9532027852322433,1.5313964702666107,0.5170827931730326,0.0,0.6826773182477637,0.25117157951309105,-4.408495114281258,0.0
8,19.996806956315556,35.509559049475804,27.484708370427597,1.0436576732929752,6.9206615740282285,3.564881650071215,0.41117478833504895,1.9431439589385384,1.6303836734560204,0.5467999787528454,0.0,0.6859515151959824,0.26227081171018174,-3.702057711905511,0.0
9,20.731549296580756,33.66405766547229,21.251409129983976,1.1934979171747935,7.178932668454073,1.1297824196858621,0.10314984354697694,2.2461632185797,10.900635519562291,0.5607241246116742,0.0,0.7515704866141704,0.2885277097334256,-1.1932443728567026,0.06600756255043629
10,14.735349673934314,54.64594068012114,13.0564921017535,1.0202413905129137,5.0120493201185745,1.6765092963000097,0.31309290567393977,2.1613763830864805,5.895824553482177,0.4821899463296979,0.0,0.7316612436997956,0.2692725049874539,-5.936297742791893,0.05843292941974905
11,10.03788819138968,60.21965754829619,3.246702196013149,1.0455666095003224,7.7066590517514895,1.387489525701289,0.23478648522360474,2.2054308721655262,12.488792203636105,0.44768600939068637,0.0,0.7220024034296988,0.25733890350224564,-3.896204534916474,0.0878488988843659
12,11.380552105521408,56.60318898049105,4.855021548678946,1.052905549899484,8.721618373235303,1.195138097942471,0.27282401563426006,2.220756289386155,12.247163361821201,0.4590710179756579,0.0,0.7078088308440366,0.28395182857004514,-4.345942627871438,0.0656340335255357
