month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumping turbidity (MWh),Thermal (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,3.4712808262824497,19.90314765978736,1.3717980175715656,0.29615193683934204,2.1948430929518046,0.24653124431197365,0.06779196391169964,0.6208539796094241,3.567875460338685,0.13398409865806232,0.0,0.2378789142347222,0.08057092223472187,-1.9661133264170536,0.098345996493439
2,3.800204476427462,17.192763651331703,2.7202887025534417,0.3015549999760582,2.3890908534928204,0.4938923249460718,0.08387835683121908,0.563552866854051,1.2626166538346384,0.1280370868749118,0.0,0.21501555216241955,0.07300114616241962,-1.2152988460391103,0
3,4.628655138688262,29.26383193926272,2.5515845608869667,0.27141260889230834,4.4023644028676925,0.17128684299779376,0.020341199999999997,0.58461290003077,0.29216599021801115,0.13368053223235957,0.0,0.22667721128154275,0.07719093328154286,-5.057280450342197,0
4,5.134604638305605,16.34803487565196,3.8967301785394826,0.23789534185361258,4.718400483856086,0.6283670065960785,0.11339905504585977,0.5890621787469109,0.44701791166666377,0.12673521826733078,0.0,0.17832677023593824,0.07762474723593811,-2.841006241976047,0
5,6.097090308452079,12.037880225163132,5.97100191480394,0.2916666870779689,3.5230999305233914,0.5978308979930774,0.08458138519942765,0.6052758311932227,1.561380432522408,0.13354556665168274,0.0,0.14829767359936408,0.03561520059936387,-1.9415138848385087,0
6,6.042151263644665,9.256758324960364,6.577678408280729,0.30499332318636324,3.718032184755912,0.7517866470075474,0.07886733710603484,0.6016460730380682,1.372214870916617,0.13922179106165883,0.0,0.1871621725277235,0.0625557985277234,-1.3844639385847917,0
7,6.100351548996396,7.7910455154877,10.287880302131978,0.3243793888711321,3.0273863106613397,1.9102202685085934,0.2478975039266793,0.6099960607622407,0.4782636095907261,0.1614878236444773,0.0,0.21320391208296952,0.07844227708296952,-1.3767974702541699,0
8,6.083960738706719,10.803662983682878,8.362129364242021,0.31752930969607074,2.105587826808821,1.0846031591218328,0.12509853570329219,0.5911949633590619,0.4960387065797074,0.1663620401959879,0.0,0.20869842351459492,0.07979500551459483,-1.1263385109864303,0
9,5.564351354130073,9.035438797971457,5.703881821755671,0.32033504378171523,1.9268267481345125,0.3032337934284635,0.027685435536339273,0.6028705895590002,2.9257324258037287,0.1504984503300465,0.0,0.2017216463221826,0.07744088632218263,-0.32026699244365464,0.017716441005251955
10,4.300221186593186,15.947340041047669,3.810279715171236,0.29773732826195853,1.462667744678588,0.4892561734196599,0.091369989592627,0.6307550699792145,1.720580116410028,0.14071762591675038,0.0,0.2135209038936178,0.07858186989361773,-1.7323914184836058,0.017052498016385333
11,2.815996376411439,16.89382609284302,0.9108192325854488,0.2933198425317468,2.1620009657595243,0.3892417809589822,0.06586623391433849,0.618704375465278,3.5035649850494965,0.12559237124155864,0.0,0.20254819669762675,0.07219301569762669,-1.0930284979159193,0.024644843239269115
12,3.244765517406257,16.13841526106808,1.3842392145258768,0.300199110704128,2.486663765611238,0.34075173618868654,0.07778620492593354,0.6331708131161117,3.49184934034956,0.13088800924212776,0.0,0.2018068777282,0.08095891072819993,-1.239093204687463,0.018713244030456225
