PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
10.507007524790561,45.13799249015078,12.529110697474962,1.2059986254604278,5.92460239999091,1.5238502940750214,0.18709168414528826,0.0,5.109804348938405,15.55140000787431,1.1399663214841773,0.0,0.8648761581423526,0.31829944747281375
