PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
23.705679229129654,23.74951872939381,26.763774334284147,1.182348691272718,7.840343978860047,1.5694739330527716,0.23126764862677013,4.402734298031694,8.241700381666083,1.238927774519203,0.0,0.7771071846858684,0.29712381647724156
