PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
15.937765647905271,23.989020239673692,33.534246943051706,1.2217447305841462,11.402368335931694,1.5639977069258026,0.08589546954205858,4.594986601996635,5.35505847044416,1.216457668767131,0.0,0.8030126606804112,0.29544552449728234
