PV (GW),Wind (GW),CSP (GW),Other renewables (GW),Hydraulic (GW),Pumped hydropower (GW),Thermal (GW),Cogeneration (GW),Combined cycle (GW),Fuel & Gas (GW),Nuclear (GW),No renewable residues (GW),Renewable residues (GW)
22.44,62.52,17.74,0.86,17.05,8.0,2.26,2.87,26.28,1.25,0.0,0.49,0.16
