PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
22.92293668633979,19.66155361483998,22.12005623867276,1.1924963469746819,14.537170033543736,2.748976331670543,0.5224167872856005,4.70476361104575,9.524566379707743,1.0886892573635427,0.0,0.7317871902880221,0.24458752226786357
