PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
11.195614310744908,40.450510312809755,14.643655186570113,1.1282658489465258,10.821229359931946,1.2354202746567302,0.1714728513036928,4.600190200007763,13.644287853260012,1.0598583998528686,0.0,0.7722890990244323,0.2772063028912479
