PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
7.422975690050899,50.71385577490441,4.279854597927988,1.0751255061133003,7.967976898389184,0.7164774707574725,0.16390385187762688,0.0,4.507793912637115,21.02315275163114,0.9728095883365994,0.0,0.8635759427736864,0.2924980146005691
