month (%),PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%),Export (%),Import (%)
1,13.61142158631224,62.607595360768215,3.4548222131257345,0.9215226966424719,6.829594792828518,1.0042476621013723,0.3847348088816549,1.1591300863001137,8.785877336787552,0.2501473856027535,0.0,0.7401971463008971,0.2507089243484846,-10.01517006470188,0.13489983725945984
2,16.543941342497597,58.82142324870227,7.290588046283669,1.0161511906493554,8.050529805637307,1.606590319804861,0.6344371431048542,1.1394039230516482,3.6675355873741182,0.25886827600712203,0.0,0.7245388382063569,0.24599227868083706,-8.299045767706863,0.0
3,13.775780808329088,67.85052468219311,5.042104528908508,0.6217830337385231,10.085439675072992,0.21885355725240238,0.051707604787269414,0.8035788404098189,0.6703409961999809,0.18375038777110972,0.0,0.5192980705106073,0.17683781482661184,-17.759157315365968,0.0
4,20.464795440611027,50.19307475035792,9.534466372807067,0.7100706369944176,14.083494073743173,1.1702557938713816,0.45027110364979106,1.054940596733977,1.3476987080764407,0.2269677660693807,0.0,0.5322702090253936,0.2316945480600053,-13.91085857772538,0.0
5,24.966539091511915,39.59151525197302,15.276117258056466,0.9321591469117427,11.259735757356465,1.6517675311995648,0.7024739394761561,1.1606674895317293,3.615158875976904,0.2560848948456021,0.0,0.4739555082422751,0.11382525491818957,-10.488633245924113,0.0
6,26.474383768353878,33.11414004740853,18.265696631483756,1.0410723673295053,12.691230509416597,1.8972805034145959,0.8552048895301275,1.2322048791268376,3.2912583707665064,0.2851340313096307,0.0,0.6388643659222321,0.21352963593780214,-8.427875975018669,0.0
7,26.829573134089326,28.523763900662004,26.448939257130828,1.0120023942309675,9.44487319405017,2.6604496687536483,1.1238221245041489,1.1418434619619295,1.6025649720358193,0.3022868957292805,0.0,0.6651559158497924,0.2447250810020834,-8.410520189970873,0.0
8,25.82672409902118,37.303677072895056,21.926716825073516,1.02645247547037,6.806571145249259,2.0399322145294034,0.8585878330047848,1.1466661787027463,1.8094102983198501,0.32267143114490193,0.0,0.6746432751306123,0.2579471514583186,-7.4847480956124866,0.0
9,25.909191678549163,34.4759512612573,17.48581712014117,1.2147563888841926,7.306803136294748,1.980934022644938,0.7375346879679269,1.3717029988817817,8.11625736487659,0.34242701372411555,0.0,0.7649573888428122,0.2936669379352352,-3.2598772897362966,0.03011384726953322
10,18.83785865828619,55.05407302469277,10.370335096526318,1.0081065452313154,4.952435542821417,1.5620658736148532,0.5899905465788705,1.2814012637161027,5.068832057495231,0.285872840757024,0.0,0.7229587973244574,0.2660697529554387,-10.404284323300049,0.01890625603313595
11,12.80477215955722,61.38451093401264,2.6284632254302975,1.0518041145957417,7.752634434541242,1.4802022072439267,0.5219531683469225,1.331152646645109,9.78910932211882,0.27021405376503294,0.0,0.7263096313283116,0.2588741024147397,-7.684880902246025,0.031139003834945053
12,14.662553646476937,57.43702697082268,3.9496102847564662,1.0585310288113152,8.7682163612888,1.4066409724691433,0.5381418933207168,1.3395728268129312,9.565732313188294,0.2769142495269148,0.0,0.71159052204312,0.2854689304826994,-8.002020597286783,0.022092279306920013
