PV (GW),Wind (GW),CSP (GW),Other renewables (GW),Hydraulic (GW),Pumped hydropower (GW),Batteries (GW),Cogeneration (GW),Combined cycle (GW),Fuel & Gas (GW),Nuclear (GW),No renewable residues (GW),Renewable residues (GW)
48.55,89.73,17.37,0.86,17.05,8.0,5.0,0.86,26.28,0.37,0.0,0.49,0.16
