PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
19.688228806006148,48.07402258492725,10.46943993008781,0.7236319537928619,14.352468334630045,1.9936637657910512,0.35862893064705875,1.7918140472645583,1.384042072942011,0.38550420069000907,0.0,0.5424357961527828,0.23611957706840636
