PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
24.73303339987107,32.01152185175579,18.549234414025957,1.1882578163080002,7.147413274278954,2.099815502098407,0.2622875548088626,2.236301348140495,10.178340992885763,0.558262242668583,0.0,0.748270686001459,0.28726091715665525
