month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,6.108189625894143,41.775215568089095,2.0797266671184915,0.3808258218534192,4.261341486156027,0.07623137934050418,0.04030021930398214,0.0,0.0,0.0,0.0,0.0,0.0,-7.936062836128754,0
2,6.975586108758999,37.688127161027914,3.584203965716833,0.29388134440998476,5.7632056592229945,0.059359999999999996,0.059999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,-7.630952601879588,0
3,11.871196930241844,32.27186057164135,13.36934663317152,0.30569171899836656,5.292964462899503,0.20396675837528563,0.10416164866200042,0.0,0.0,0.0,0.0,0.0,0.0,-7.774893863860703,0
4,12.83960368064672,25.20941474564573,15.117164794385673,0.26638139444698544,4.986800719934095,0.2234877024711888,0.09052490266449434,0.0,0.0,0.0,0.0,0.0,0.0,-7.224283845589141,0
5,15.15305467229709,26.487960707302804,25.332783094614104,0.3683507904489737,2.598252860534694,0.14592908039923522,0.041332033966532525,0.0,0.0,0.0,0.0,0.0,0.0,-8.044357126922716,0
6,14.579421227127513,20.94334961401106,23.851976195005694,0.33013545285420104,2.4857022528562607,0.29853665094037374,0.10352662089433134,0.0,0.0,0.0,0.0,0.0,0.0,-7.194797304053788,0
7,15.693834879053279,23.003736292284916,28.149752566960967,0.33829822226809164,2.354801853580426,0.13210730773880788,0.02145616074697321,0.0,0.0,0.0,0.0,0.0,0.0,-8.196281301449021,0
8,14.759236471493615,18.25599941101331,28.914937560862928,0.33447278301988453,2.044877627005964,0.3346503766322074,0.05927580006683487,0.0,0.0,0.0,0.0,0.0,0.0,-7.644349229238264,0
9,9.939308918348928,12.996723078578178,13.572949791953498,0.33333978025992483,1.7971385990779774,1.0392618941715623,0.6912962426475809,0.0,0.0,0.0,0.0,0.0,0.0,-3.718940661513966,0
10,9.958436018967292,21.30455128691606,10.053494089252098,0.30050790443732694,1.632014223731198,0.53244382979133,0.3889647501234546,0.0,0.0,0.0,0.0,0.0,0.0,-5.291075109978062,0
11,6.041696067291166,32.262836743048155,3.6991267888114217,0.2878476662269014,2.45203906956807,0.2531497824065473,0.1566390547923955,0.0,0.2063829002968774,0.0,0.0,0.0,0.0,-6.1821639254358,0.0018407292962505162
12,7.1917487565094085,30.092691668138947,3.7574750644790003,0.2989214022964279,3.2840224418889297,0.39800621369880235,0.2338633137282722,0.0,0.0,0.0,0.0,0.0,0.0,-5.853018454759347,0
