month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,4.954646569019427,27.274702074756487,0.8342667588429681,0.3808258218534192,4.261341486156027,0.24285673728526694,0.08778897677227715,0.25513166434869655,0.8401541339951856,0.05614681372402522,0.0,0.1466879558332148,0.05280708183321498,-5.71753467911341,0.00013539336758742503
2,5.731664786939636,24.710310915515887,1.411842363645906,0.29388134440998476,5.7632056592229945,0.14616328970625497,0.06489678184028491,0.18770425769349502,0.2778435947165687,0.050984391009303354,0.0,0.1263872419807897,0.0396906369807897,-6.255658302735898,0
3,9.451973203424206,21.07941847186855,5.272244839497538,0.30569171899836656,5.292964462899503,0.3990358462222468,0.2552616794767733,0.1832237784494284,0.2985285480051131,0.05477941478083938,0.0,0.11382479477696887,0.034117852776968945,-5.891473866206408,0
4,10.211900393885024,16.45956486072206,5.956759200063897,0.26638139444698544,4.986800719934095,0.4470100278111408,0.2244305553405912,0.16206216405644483,0.282701671992046,0.051876165452027535,0.0,0.13688711140249268,0.05011889340249275,-5.275552345042224,0
5,11.866660261156033,17.20889702489882,9.985204982966819,0.3683507904489737,2.598252860534694,0.5184379147186293,0.3075231970091692,0.19839313595714073,0.30132030511625596,0.05529169684491867,0.0,0.11703559263053047,0.02817331463053052,-5.7675619070483695,0
6,11.262995776263939,13.525126433380525,9.414676202068819,0.33013545285420104,2.4857022528562607,0.6544416991358598,0.4857376541496152,0.20766986199897022,0.3177509714998933,0.058306692646232464,0.0,0.16420771674422968,0.05714810274422987,-4.384417218865073,0
7,12.131159657716585,14.785815291287934,11.10215559464934,0.33829822226809164,2.354801853580426,0.7042690352992169,0.36599276667531194,0.21201169884383206,0.3534798706390167,0.06486287696657188,0.0,0.16999869228009387,0.06555997428009373,-4.9276239166393925,0
8,11.135081030147381,11.635551060783357,11.426237442241188,0.33447278301988453,2.044877627005964,0.869272476047605,0.5538729476359655,0.19777117100695973,0.36769695805134983,0.06697368592891133,0.0,0.18390464728037761,0.05818932828037783,-4.029286572217911,0
9,7.94576472019701,8.506034062971334,5.602908697317981,0.33333978025992483,1.7971385990779774,0.9368604108159925,0.6842673290720231,0.21142792509097388,1.4316638587515962,0.06418889577076912,0.0,0.18989532466493828,0.06815660466493854,-1.0414153110639741,0.012450848820930857
10,7.682746539348373,13.761626729769352,3.8183770494331593,0.30050790443732694,1.632014223731198,0.7681804230133684,0.5892821342676784,0.21285067105306432,0.9681583593022697,0.05934119308655634,0.0,0.18831554436630918,0.06258075036630918,-2.335200761953048,0.0005351341489376682
11,4.752497281066412,20.891861109652236,1.3902334081752958,0.2878476662269014,2.45203906956807,0.4416682472487497,0.28962005751403375,0.19348428632941536,1.3693881501365877,0.051960674313827136,0.0,0.18061495519931123,0.06261453919931106,-3.6768899860045745,0.04196418882073583
12,5.653423669083068,19.65303015695256,1.4942746484700449,0.2989214022964279,3.2840224418889297,0.5459364062482595,0.2782506485329396,0.1989084003037496,1.6496890390911927,0.05561367359027057,0.0,0.21017896977963216,0.07359627077963213,-3.3094906764661807,0.005949731710047704
