PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
16.922760740930173,64.47815958623346,11.327841372887436,0.6270930416672077,5.303896306713112,0.7867305702000346,0.5535183813685804,0.0,0.0,0.0,0.0,0.0,0.0
