month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,8.151373571846579,31.057909170891012,5.4564068006760404,0.3020588499234431,2.554786470377028,0.3789532261471812,0.2666193285180926,0.0,0.0,0.0,0.0,0.0,0.0,-5.649235692814018,0
2,8.020154888040523,37.944255045392275,6.631951445250699,0.24560816486684178,3.5589768394600525,0.2175484897327018,0.06398477490386703,0.0,0.0,0.0,0.0,0.0,0.0,-6.5360318387360055,0
3,11.430011755074853,31.04670790717948,14.439201367313377,0.27452660032227855,3.8455323136966797,0.28604104915317685,0.12700035713192587,0.0,0.0,0.0,0.0,0.0,0.0,-7.6205551313022335,0
4,12.01978305016635,24.8143244606349,13.654515213542776,0.20174312602783914,2.6627548384083504,0.33384611066806047,0.22514348046318336,0.0,0.0,0.0,0.0,0.0,0.0,-6.827963460562237,0
5,15.238358202689776,30.676838999408908,24.11365777547287,0.2749516898980895,2.967132081469428,0.11441015511372761,0.04319596098589419,0.0,0.0,0.0,0.0,0.0,0.0,-8.437419265322218,0
6,14.41524669956662,18.336325127270978,25.474891405500212,0.288126177530715,2.4975589052592153,0.26205996143258276,0.09676309279901987,0.0,0.0,0.0,0.0,0.0,0.0,-6.941022628929937,0
7,15.046564889819937,19.386024778595743,30.85492609686291,0.30993822832348583,2.060415665597045,0.3608956759985215,0.1481178790250587,0.0,0.0,0.0,0.0,0.0,0.0,-7.635107423415421,0
8,13.053252661312468,20.44736079016802,21.094161306825505,0.31759022288615896,1.6437287698658478,0.6113292746622971,0.29314347749846054,0.0,0.0,0.0,0.0,0.0,0.0,-6.614422751978172,0
9,11.155791011756508,18.897799518952148,16.791602937846058,0.30737122384546595,1.6095051287536368,0.6090479086509518,0.39623096930306173,0.0,0.0,0.0,0.0,0.0,0.0,-5.52206242000068,0
10,8.158730132472282,24.419129490077445,6.539599963094651,0.31470334917122367,1.6501213237513663,0.5811736337498724,0.4015692231077821,0.0,0.0,0.0,0.0,0.0,0.0,-4.919771081443617,0
11,7.9654932070194535,23.269592568875126,7.987113634460352,0.306929128598182,1.8926207612794554,0.6079391139266107,0.4109782558221332,0.0,0.0,0.0,0.0,0.0,0.0,-4.5310522234118285,0
12,5.884027584962925,22.001927409483148,2.8993711929085753,0.2895576725638804,1.439039516169162,0.5970304523444531,0.34294235368276704,0.0,0.4590109716013246,0.0,0.0,0.0,0.0,-3.367412991306732,0.0008289337703360543
