month (%),PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%),Export (%),Import (%)
1,14.383338448332823,65.12041914426597,4.152345285078513,0.8697693347597513,6.078383552004475,0.8942503514877208,0.2641035552022323,1.146393545638041,6.016875640418843,0.2582492687294055,0.0,0.59808812005908,0.217783754023174,-11.434703101918533,0.0541782038732289
2,20.920083712049234,49.24432297644412,9.41639892946069,1.0179948000478918,8.851834018956971,1.9283249843873895,1.067917231970092,1.2800746830653758,5.042104055057877,0.28569789838472864,0.0,0.6844528955460114,0.26079381462960305,-8.185759467054968,0.04401262125666306
3,22.642252443624173,52.20146952227929,13.279335567296288,0.8796757673693573,6.0463650922588235,1.1308016542459933,0.498046739471191,1.1032976246991064,1.1459569127069105,0.2439494382465638,0.0,0.6035574604241217,0.22529177737817221,-13.083626495415906,0.0
4,21.269098386041343,54.23401260449099,11.357341177737574,0.8529475924352434,5.972035745970335,1.218456139131946,0.47452906004315504,1.1592740013221163,2.386394638425231,0.2600638372662057,0.0,0.5802666214563084,0.23558019567955338,-13.668852159638188,0.010730486968579665
5,24.532577383591555,46.338258381843936,19.17748128675434,0.7470190551640438,5.108510627615026,0.9940099906083716,0.386987848608747,1.0088664472880688,0.9043735101212298,0.2321049974037011,0.0,0.4409481053453017,0.12886236565568698,-15.318620593205578,0.0
6,27.57838934446587,36.910640072343725,23.381825675802933,0.8795557007877418,4.992912156366178,2.0615112072831914,0.814580579737799,1.1157239704978676,1.2305625449312938,0.28143934052364233,0.0,0.5210907498540457,0.23176865740571453,-11.03898558322301,0.0
7,28.45199792977908,36.857624657784854,21.365573509923667,0.9818064921021293,4.75168622355127,2.275324980387006,1.05819548602336,1.1089794068988714,2.0502181177657977,0.3255618705795542,0.0,0.530211772320918,0.24281955288348916,-8.559242501493612,0.0
8,30.453696448304875,32.579739191746455,23.57761043889354,1.024344590011889,3.9961541605210726,2.571593914890814,1.0633604931441234,1.1267081753242125,2.370216516629959,0.34765377211633436,0.0,0.6293937244634565,0.25952857395326573,-8.32905753803303,0.0
9,26.462264075916842,46.155610367193056,14.287805527322003,0.9669111434476458,3.916646669349657,1.705418508158998,0.7953515115204108,1.1304806114952122,3.3778111476996586,0.3098369111274149,0.0,0.6445862795610797,0.2472772472080233,-11.174276036090873,0.0009280774639541353
10,26.130291014662134,48.53108264003566,10.877157528800858,1.0854415247733868,3.9063500208743784,2.3462032074280352,1.0959635414555384,1.303632793223111,3.504516572070497,0.3232654532564538,0.0,0.6349098927291764,0.26118581069077074,-8.455806353919918,0.0
11,13.825452084764155,72.7553455630131,1.7251882540265364,0.7970476133832329,6.869607379653208,0.39094825114757176,0.15476059814048312,0.955999149175312,1.7198719287210291,0.21672820811540658,0.0,0.4034181442037227,0.1856328256562629,-16.935188296955953,0.0
12,14.841334169530956,61.29721392934407,2.079232129790568,0.8931843428972155,13.774246557491615,1.1787999138572427,0.5745416452297462,1.0445382076112018,3.3189402809726083,0.2544016828569902,0.0,0.513789127694741,0.22977801272306714,-14.313334882744439,0.0
