month (%),PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%),Export (%),Import (%)
1,14.970525130723125,70.47676244392467,9.393720099082522,0.5632702480952442,3.9364144889073724,0.4244816188838591,0.23091039432753868,0.0,0.003915576055663854,0.0,0.0,0.0,0.0,-12.644253850781057,0.0
2,21.787081370782,50.438177860321424,19.948756215152486,0.626487246105762,5.447533835399513,1.1653367285739533,0.5866267436648596,0.0,0.0,0.0,0.0,0.0,0.0,-10.2812131900532,0.0
3,20.885312460783005,48.659947365126214,26.155253651042226,0.48936668879457396,3.363613929357479,0.28403681609929404,0.1624690887971945,0.0,0.0,0.0,0.0,0.0,0.0,-11.992390151067905,0.0
4,20.204450315142665,52.13904449238115,23.344853702480677,0.48783654022088735,3.4156579867605648,0.30547857540470635,0.10267838760935775,0.0,0.0,0.0,0.0,0.0,0.0,-13.110791889724537,0.0
5,21.243549094731687,40.26044766273784,35.2697368241821,0.38815442346093,2.654404842417983,0.15396911526954477,0.029738037199920818,0.0,0.0,0.0,0.0,0.0,0.0,-11.504873903549973,0.0
6,23.53844105924326,31.638245207087962,41.400747078385386,0.4410957269036212,2.503937175332739,0.35998270845603075,0.11755104459100306,0.0,0.0,0.0,0.0,0.0,0.0,-11.739224411438371,0.0
7,25.188674297016355,32.35235358429991,38.787336006996426,0.5054698075448957,2.446341453487099,0.4903092260855776,0.22951562456973224,0.0,0.0,0.0,0.0,0.0,0.0,-11.306991903868738,0.0
8,26.451830812660166,28.049008283382737,41.88785284681623,0.5205656505216962,2.0308210834915332,0.7806216368509336,0.2792996862766844,0.0,0.0,0.0,0.0,0.0,0.0,-11.225088366448155,0.0
9,24.411664004498,43.13942363453907,28.26825434946735,0.5415425541056297,2.1936150547258277,0.8544557002303962,0.5910447024337062,0.0,0.0,0.0,0.0,0.0,0.0,-11.161925876226013,0.0
10,25.864226210002375,48.08590853528438,21.50754497232839,0.6374615954855758,2.2941338248060617,0.9771519940462834,0.6335728680469176,0.0,0.0,0.0,0.0,0.0,0.0,-11.396621669292392,0.0
11,14.209565664936958,76.63187956377142,3.9740889234100023,0.5057131392211527,4.358648912371616,0.17884382204590824,0.1412599742429638,0.0,0.0,0.0,0.0,0.0,0.0,-13.0392906307997,0.0
12,16.249619559529183,67.9897899624728,4.8016649045293445,0.5946023855800184,9.169663494195811,0.7063653029003121,0.4882943907925172,0.0,0.0,0.0,0.0,0.0,0.0,-13.076856865517698,0.0
