month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,8.089897559257222,38.084822242432395,5.076257020934738,0.3043846869416943,2.1271925792825073,0.2293849268861427,0.12478128984559177,0.0,0.0021159317324676206,0.0,0.0,0.0,0.0,-6.832807631853689,0
2,9.9321288821612,22.993372749867376,9.09408719762803,0.28559823894986136,2.483380275784956,0.5312448410292587,0.2674269363869732,0.0,0.0,0.0,0.0,0.0,0.0,-4.686921241572381,0
3,13.241879480049272,30.85178446453491,16.583171416159658,0.310272337401534,2.13262647392046,0.1800873840765493,0.10301000270527987,0.0,0.0,0.0,0.0,0.0,0.0,-7.603514927361421,0
4,11.392876678646026,29.400141789501703,13.163685978334295,0.275081056667424,1.9260197438002262,0.17225312657706499,0.05789824466141973,0.0,0.0,0.0,0.0,0.0,0.0,-7.392907643078803,0
5,15.488657630832968,29.353865831527234,25.715141851453343,0.2830031340841561,1.9353248195252446,0.11225878037129161,0.0216819833046059,0.0,0.0,0.0,0.0,0.0,0.0,-8.388195973439391,0
6,15.29379677827034,20.556539466672938,26.899598435247928,0.2865962274242597,1.6269007029272784,0.23389409574581532,0.07637726655403207,0.0,0.0,0.0,0.0,0.0,0.0,-7.627408800403395,0
7,16.291799631414474,20.925200587572068,25.087287207377376,0.3269331576226117,1.5822708380867823,0.3171274349188883,0.14844856556075062,0.0,0.0,0.0,0.0,0.0,0.0,-7.313256916965864,0
8,16.3471298357318,17.334179377577172,25.886532160155998,0.32170757243114834,1.255039628829344,0.4824211730583184,0.172606133275996,0.0,0.0,0.0,0.0,0.0,0.0,-6.937061492774489,0
9,13.635449842546599,24.096081573822364,15.789598130118875,0.3024855795471915,1.2252719866641564,0.47726725392512587,0.33013564307835513,0.0,0.0,0.0,0.0,0.0,0.0,-6.234637688092848,0
10,12.652977071237123,23.52399384410205,10.521655323607973,0.3118510828811872,1.1223077948643552,0.4780302211786186,0.3099486877073233,0.0,0.0,0.0,0.0,0.0,0.0,-5.5753143937224925,0
11,8.682545248057467,46.82477828284047,2.4283083460077326,0.3090085451844333,2.6632880479553296,0.10927987623723227,0.08631482108777089,0.0,0.0,0.0,0.0,0.0,0.0,-7.967465971451457,0
12,8.221096067740639,34.39776499747125,2.4292844715915414,0.30082447875491836,4.63916611822648,0.357368182854272,0.24704055878588732,0.0,0.0,0.0,0.0,0.0,0.0,-6.615914677982135,0
