PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
26.451830812660166,28.049008283382737,41.88785284681623,0.5205656505216962,2.0308210834915332,0.7806216368509336,0.2792996862766844,0.0,0.0,0.0,0.0,0.0,0.0
