PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
5.106330430936483,20.49429098253844,28.100361366050652,1.2850733355853803,11.99340512319866,0.0,0.0,5.7997988729852095,16.61315333542771,1.5354146654713117,7.916775601912255,0.8446364715520206,0.3107598143418762
