PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
8.141330928519958,28.737751168408863,11.619496868055359,1.2584509893082854,15.201079826486673,1.4177671495611948,0.15640772086941537,6.26778444559945,17.832813520440574,1.382898147094483,7.190692416392871,0.6398583119756419,0.15366850728722797
