month (%),PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%),Export (%),Import (%)
1,4.145703700646215,43.18497649600115,2.478166824956682,1.1440004687075365,8.478423453426506,0.5377431369497448,0.12581454286930976,5.755888018175681,22.87794926726816,1.2421559552169799,8.79904347561765,0.9188985636375911,0.3112360965267731,-1.8182796736486486,0.032447360112392055
2,5.178576913024191,40.96139510700252,5.445784252458186,1.256244688324501,9.952687552397704,0.5248723082284837,0.05990376759341369,5.634476992641368,19.955283698250753,1.28013193194943,8.550797163125477,0.8957309457069014,0.3041146792970478,-0.1674636876867666,0.0
3,4.9126993040984885,56.33252077382543,4.075627228830153,0.9596838522218869,15.566255548226685,1.2778254427673825,0.2173634111314001,4.961097973302339,2.393804553734244,1.13442966703785,7.094249341334979,0.8015046177161979,0.2729382857729609,-8.974375904041565,0.0
4,7.001818107477198,39.15745302219161,8.281843170574346,1.0234267978030969,20.298579452290717,1.253846689672656,0.30611135056848293,6.081955346628028,6.85444059976103,1.3085171076281807,7.330903811372522,0.7671625430036281,0.33394200102848526,-2.7975588609092927,0.0
5,8.141330928519958,28.737751168408863,11.619496868055359,1.2584509893082854,15.201079826486673,1.4177671495611948,0.15640772086941537,6.26778444559945,17.832813520440574,1.382898147094483,7.190692416392871,0.6398583119756419,0.15366850728722797,-2.0030783993029666,0.0
6,8.39296748353631,23.54563942826942,13.73954150212843,1.3259339080436932,16.163845468686834,0.7368704851097688,0.058964638331017775,6.277458828658124,20.241665322204007,1.4526132565421193,6.978870911896033,0.8136724708101026,0.2719562957841393,-0.19860641859637948,0.0
7,9.104021468150496,21.38083899436216,19.633193313640568,1.2850733355853787,11.993405123198645,0.0,0.0,5.799798872985203,20.1960823388001,1.53541466547131,7.916775601912246,0.8446364715520197,0.3107598143418759,0.0,0.0
8,8.223070595112466,26.23235388805327,15.932686763856593,1.2650962881271295,8.389056577394975,0.25703564942076784,0.01959569598962815,5.653035716955174,22.142378737822614,1.590762123259618,9.145516066998221,0.8314936381117476,0.3179182588978083,0.0,0.0
9,7.541253256517058,22.17686928637938,11.503834615155533,1.3575460347958788,8.165687964664553,0.0,0.0,6.1317643079368205,30.913777979173485,1.5307116354914971,9.495493632613162,0.8548750016991017,0.3281862855735368,0.0,0.0
10,5.986258365775676,39.07159452636758,7.187042827087495,1.2873951691426042,6.32447197518738,0.6655501666106995,0.14432851370633737,6.54561684752404,20.110158146332356,1.4602873710941713,9.954264337437445,0.9232493009467488,0.33978245278746916,-0.27710952303093445,0.0
11,3.8914338391725813,40.53127440279259,1.9231353049489879,1.2434982828924264,9.165573202715592,0.5119954899856025,0.11341003971443965,6.295035386915581,26.624891843149577,1.2778452078954459,7.2571708438706075,0.8586815423821724,0.3060546135644012,-0.44904125930200356,0.0
12,4.386656860584929,38.22902169970634,2.657781251224626,1.2545550089690019,10.391957775797637,0.4473107471212923,0.08810423003472956,6.350566035439257,25.692449832199838,1.3127783667862891,8.007118368172646,0.8433663534327943,0.33833347053063345,-0.29403429208255066,0.0
