PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
5.178576913024191,40.96139510700252,5.445784252458186,1.256244688324501,9.952687552397704,0.5248723082284837,0.05990376759341369,5.634476992641368,19.955283698250753,1.28013193194943,8.550797163125477,0.8957309457069014,0.3041146792970478
