Date time,Wind (MW),PV (MW),CSP (new) (MW),Other renewables (MW),Hydraulic (MW),Pumped hydropower (MW),Thermal (MW),Cogeneration (MW),Combined cycle (MW),Fuel & Gas (MW),Nuclear (MW),No renewable residues (MW),Renewable residues (MW),Import (MW),Export (MW),Demand (MW)
01-04-2030 00:00:00,11827.599082870749,0.27866012418129277,1703.331820408185,338.474,5923.387,4147.264947055426,0.0,1650.1680000000001,0.0,0.0,2714.5260384993676,206.3655,88.4405,0,0.0,28067.637181789618
01-04-2030 01:00:00,12168.306672805116,2.1127503960654384,1174.624432034934,325.474,4888.287,2775.9733532166156,0.0,1636.3667999999998,0.0,0.0,2713.473452437825,207.2565,87.4385,0,0.0,25787.226143781092
01-04-2030 02:00:00,12149.17695831969,0.3369254228737449,869.0828999503,325.69599999999997,4722.462,1439.1819279126266,0.0,1638.6468,0.0,0.0,2713.587873682731,211.705,86.76,0,0.0,24157.088164935714
01-04-2030 03:00:00,12120.48991204965,1.9430210477004688,603.9776741243033,323.27099999999996,4652.835999999999,641.600676737582,0.0,1643.4174000000003,0.0,0.0,2712.2823094000278,208.43200000000002,85.67399999999999,0,0.0,23179.99103930903
01-04-2030 04:00:00,11858.984543401686,0.2431942901945828,500.37366955383885,315.494,4467.273,722.2188581098308,0.0,1632.4001999999998,0.0,0.0,2713.077447660531,205.3225,86.4135,0,0.0,22760.66687791639
01-04-2030 05:00:00,10979.787423929003,1.9531541431252428,497.94339191483317,314.191,4736.149,1246.9041235207605,0.0,1629.7524,0.0,0.0,2711.6731056624985,206.9495,87.0985,0,0.0,22680.147463201563
01-04-2030 06:00:00,10611.117381832903,1.5300974091409165,300.3491316671599,313.876,4901.278,369.3264199432524,1572.7036747761103,1628.9735999999998,0.0,0.0,2712.2997407615567,210.687,87.729,0,0.0,23163.00242485618
01-04-2030 07:00:00,10881.234024676001,18.095175154790674,47.54169630360173,312.758,5167.446,205.43880606033417,1830.6630597229923,1635.8526,0.0,0.0,2711.196648447379,207.205,88.29700000000001,0,0.0,23799.138890061742
01-04-2030 08:00:00,11269.569163847937,627.7021959092115,48.776355425425905,313.259,5705.946,32.51852027166569,982.045833066968,1632.1085999999998,0.0,0.0,2711.3030244485035,205.2,89.39399999999999,0,0.0,24371.32165334363
01-04-2030 09:00:00,11181.482601743977,3005.668631801123,118.12222942195439,319.717,5751.51,33.363027110992334,766.6173665818733,1634.9705999999996,0.0,0.0,2711.273078263314,203.7445,91.2915,0,0.0,26627.7738081718
01-04-2030 10:00:00,11343.60462061726,5282.709437262282,3015.8037473607787,317.347,5524.613,0.0,0.0,1628.0412,0.0,0.0,2712.256832794717,207.5285,91.3605,0,0.0,28415.37523946908
01-04-2030 11:00:00,11202.399074994986,6764.337717712648,6613.976194176146,308.532,5611.793000000001,0.0,0.0,1628.49,0.0,0.0,2711.61902374596,208.24,91.35700000000001,0,0.0,29292.277937171464
01-04-2030 12:00:00,12197.89677404693,7911.796777244806,8085.416583158079,315.131,4618.564,0.0,0.0,1619.1245999999999,0.0,0.0,2711.3687272727275,211.637,89.699,0,0.0,29028.068089125656
