PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
5.986258365775676,39.07159452636758,7.187042827087495,1.2873951691426042,6.32447197518738,0.6655501666106995,0.14432851370633737,6.54561684752404,20.110158146332356,1.4602873710941713,9.954264337437445,0.9232493009467488,0.33978245278746916
