PV (GW),Wind (GW),CSP (GW),Other renewables (GW),Hydraulic (GW),Pumped hydropower (GW),Thermal (GW),Cogeneration (GW),Combined cycle (GW),Fuel & Gas (GW),Nuclear (GW),No renewable residues (GW),Renewable residues (GW)
11.56,50.08,9.85,0.86,17.05,6.84,2.26,3.44,26.28,1.49,3.18,0.49,0.16
