month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,2.972359727364968,10.591240517845936,0.47262619158380537,0.29615193683934204,2.1948430929518046,0.25422769459546296,0.0540684367114871,1.2417079592188482,5.258477727168917,0.26796819731612437,2.2778432692267794,0.2378789142347222,0.08057092223472186,-0.7526372462806513,0.009519249665729508
2,3.3763179709299873,9.254705725439416,0.9556096781124302,0.3015549999760582,2.3890908534928204,0.30604737083912753,0.07860185250974006,1.127105733708102,4.056109556143307,0.2560741737498235,2.052574360939721,0.21501555216241955,0.07300114616241962,-0.39986699879487414,0
3,3.9571768006345653,15.316902225684599,0.8885893686038088,0.27141260889230834,4.4023644028676925,0.35172932821220154,0.07519407908205901,1.16922580006154,0.5894284304532004,0.2673610644647194,2.006357320076156,0.22667721128154275,0.07719093328154288,-3.5307037415957385,0
4,4.470064409854791,8.702757171909594,1.3567477087399569,0.23789534185361258,4.718400483856086,0.4967212444548236,0.1461070871112013,1.1781243574938218,1.1789443023205537,0.2534704365346617,1.704067034443585,0.17832677023593824,0.07762474723593812,-1.7065950189978656,0
5,5.341231870580987,6.512772077295603,2.0087064372476937,0.2916666870779689,3.5230999305233914,0.3866616354939695,0.09649832588208342,1.2105516623864454,2.839622355361364,0.2670911333033652,1.6665610760406078,0.14829767359936408,0.03561520059936386,-1.210474427197584,0
6,5.362913774533679,5.13487780979396,2.299823921020463,0.30499332318636324,3.718032184755912,0.3842117488624586,0.07995724921147705,1.2032921460761363,3.1723864629668412,0.2784435821233174,1.605290443660391,0.1871621725277235,0.0625557985277234,-0.6716982953002368,0
7,6.135576283438154,4.947880673108171,3.5517929385312237,0.3243793888711321,3.0273863106613397,0.4203876352315647,0.08366475265389574,1.2199921215244813,3.172995569294115,0.3229756472889545,1.9983597515144036,0.21320391208296952,0.07844227708296951,-0.23765198124486067,0
8,5.677507615895197,6.197644769575355,2.9061405010811896,0.31752930969607074,2.105587826808821,0.2812128746638504,0.059882320247340734,1.1823899267181237,3.789986399896106,0.33272408039197626,2.2954532637727962,0.20869842351459494,0.07979500551459484,-0.2881166255605714,0
9,4.887519628950847,4.897272566412029,1.961716344554597,0.32033504378171523,1.9268267481345125,0.19164282730325394,0.03548026637752303,1.2057411791180004,5.400200560346617,0.3009969006600933,2.2406160016440935,0.20172164632218262,0.07744088632218264,-0.05088583943614327,0
10,3.7849157973933023,8.543090785336144,1.2486408422824895,0.29773732826195853,1.462667744678588,0.3412920708700314,0.0765889790106628,1.261510139958429,3.882488147945221,0.28143525183350127,2.302133905485881,0.21352090389361783,0.07858186989361775,-0.5870946524613191,0
11,2.5200821742235453,9.041123581410194,0.3300289937009559,0.2933198425317468,2.1620009657595243,0.24219184328402435,0.03657715797108121,1.237408750930556,5.63220341886297,0.25118474248311756,1.7118416956706481,0.20254819669762675,0.0721930156976267,-0.24059044028450804,0.0001268847774989954
12,2.8102524484721436,8.593919092684589,0.46223102018058665,0.300199110704128,2.486663765611238,0.3000433714102715,0.06359502112259949,1.2663416262322233,5.2966115553279405,0.2617760184842557,1.9160019259765353,0.2018068777282,0.08095891072819994,-0.18034759109034798,0
