PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
14.425081749478611,38.820044825463505,4.5814804534443025,1.284288625599812,7.919324331928719,0.9695587613654859,0.2077535907604981,2.6731874635954664,19.846199088870854,0.6638555004885421,7.41393760654113,0.8973033648975514,0.29798463756553795
