month (%),PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%),Export (%),Import (%)
1,12.831643208149163,40.61566562314074,1.6846371965996292,1.1124622342799164,8.24468709250273,1.0703047571333735,0.24528171801688642,6.352830553684793,17.485841762194017,0.6039558667427687,8.556468141547752,0.8935660230417408,0.30265582296649357,-4.0351469396816935,0.022121148246509625
2,15.434911624127896,37.953085225264125,3.671879297154615,1.2150398149538786,9.626239023615557,1.6011314224687212,0.4231017988558071,6.185370834882545,13.83934784536554,0.6190717780414632,8.270330692222913,0.866350936752414,0.2941397062945386,-2.628054095909022,0.0
3,15.053550700506142,50.915488900101764,2.77764717345322,0.881492206890908,14.297972112863736,1.0712592665613674,0.17281136868245014,5.1720647708549725,1.6335772266097552,0.5210001754455411,6.516235001401143,0.7362008568427506,0.2507002397862598,-13.435888284443726,0.0
4,20.341447938388107,34.67205354960659,5.006765136467601,0.9262424938692388,18.371032392597126,1.9870320983410328,0.5638139251430274,6.247510659725389,3.6606640963721766,0.5921303563878708,6.634763368652381,0.6943130163877731,0.30223096806169264,-8.71965832043343,0.0
5,24.348569326188883,26.474491065062097,7.638902987621331,1.1620457868764507,14.036582209729719,1.9122165573083012,0.47766405560463726,6.56896348517343,9.369506572888445,0.638479757719323,6.6398404849970785,0.5908411705710253,0.14189654025928197,-6.408630150090658,0.0
6,24.956374582788275,21.38647641797788,9.030843647204962,1.249604213716675,15.233345557424766,2.0312643209968253,0.5500294921552753,6.71475758724884,10.56255594661444,0.6844955224630691,6.577120055219707,0.7668319981421405,0.2563006580471583,-4.349643308224204,0.0
7,26.103940926017337,19.18889637469241,12.992205052065007,1.2425714882757621,11.596741478289722,2.4465079116095905,0.7075945290024006,6.365056551745782,9.842045516720006,0.7423165795927298,7.654940282090828,0.8167014040722445,0.30048190582616713,-2.961432567841644,0.0
8,24.623637577522704,24.27949203288427,10.667557462741582,1.2293488471170562,8.15200955738154,1.824197815123704,0.46240670278425716,6.234895053015952,11.749521414596547,0.7729062209018877,8.88709400127887,0.807998375294516,0.3089349393571279,-2.3377943655059905,0.0
9,22.884148232851103,20.791894714295225,7.811392487846405,1.3420795751528647,8.072656656608824,1.5100382441148905,0.31523167220575193,6.88026262754159,19.07876500134107,0.7566361540553094,9.387311909640216,0.8451354500561338,0.3244472742905957,-1.080017195502785,0.0
10,17.698840597372513,35.7811087954402,4.934741468912266,1.228362726964342,6.034468536358308,1.9361710170716364,0.38501151837931774,7.088611847310278,13.513083698643323,0.6966635498964382,9.497819767804433,0.8809144667943433,0.32420200905260327,-3.6102703812720245,0.0
11,11.910246903775434,38.366737438435344,1.3114809712793918,1.2236208254601937,9.019060502468662,1.2629388337493292,0.2871262481646543,7.030653705144136,20.672143330003696,0.6287093555362164,7.1411641661678145,0.8449554230610876,0.301162296754028,-1.8964966092721052,0.0
12,13.208208416881476,35.94511435434763,1.80521396315856,1.2345265585286846,10.226054479567145,1.4751198935414302,0.3785829875587329,7.092821436448669,18.94632518727213,0.6459102022921465,7.879288044065541,0.8299023593536181,0.3329321169842537,-1.7702542253583968,0.0
