month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,3.9083826631859067,6.747820813053909,0.11238751699999995,0.29614793337411266,2.1948418919122354,0.49292506111017903,0.14195148639101485,3.6827764201808924,3.5246841893684486,0.15997826364582743,5.096325227,0.2378224653749873,0.08051447337498698,-1.0207357234122842,0
2,4.536727056337104,5.943311238037704,0.22980815099999977,0.3015511742084447,2.3890897057625358,0.5000665287908937,0.1593899264839754,3.342812474439562,3.0381469576607767,0.1528774761010479,4.592320568000004,0.2149616088390681,0.07294720283906818,-1.0699828633999189,0
3,5.6193881263908985,9.763199782284353,0.2339559429999999,0.2714086144976898,4.402363204549307,0.4497226750342593,0.07804855700131244,3.4677249604369114,0.5394262190460786,0.1596158025017702,4.48891702200001,0.22662089031742202,0.07713461231742212,-3.2064519950541444,0
4,6.408893487168722,5.6012469392160495,0.32593509199999987,0.2378915549860383,4.718399347795813,0.5577518789447216,0.1408804235169918,3.4941980535811314,0.8833049816516959,0.15132303284083176,3.8125888350000023,0.17827337540314103,0.07757135240314092,-2.571725715570559,0
5,7.335461231791963,4.209757893231569,0.4772096340000002,0.29166269671614253,3.523098733414843,0.590614836193081,0.2104429944688112,3.590340175093501,1.9192693788996116,0.15945465233943854,3.7286750010000005,0.14824140949761147,0.03555893649761123,-2.341666121501008,0
6,7.313084402261462,3.3230607847177462,0.5512926029999999,0.3049891632180964,3.718030936765432,0.6047999999999999,0.21690010017297576,3.5687431038933393,2.201337821212192,0.1662321172361508,3.5915913510000013,0.18710351697515956,0.062497142975159486,-2.041188440440681,0
7,8.395788124399246,3.248123406606997,0.8588983300000008,0.3243745635904278,3.0273848630771285,0.62496,0.23249999976541139,3.6180640768310033,2.89057581146912,0.1928179678449718,4.471023687999999,0.21313587562503916,0.07837424062503918,-2.2527926522621824,0
8,7.564239647445871,3.986939769770694,0.6885579969999991,0.3175243387730277,2.105586335531908,0.6223716153393605,0.22499996605433267,3.5064484856870934,2.9692557977231786,0.19863782787428624,5.135724891,0.208628333499688,0.07972491549968795,-1.9444449975197229,0
9,6.30165908464457,3.133686087135237,0.4656369849999997,0.3203305468651481,1.9268253990595425,0.6048,0.22327781474157854,3.5758939878805185,3.3778842985727473,0.1796965535935252,5.013034921000005,0.201658239798587,0.07737747979858703,-1.4466502346396664,0
10,5.077895665944337,5.452953294363108,0.29249343100000025,0.2977331235979113,1.4626664832793737,0.5680482189769536,0.17519222323818406,3.741460584464689,2.5171116084851466,0.16801815800527622,5.150671802999999,0.2134616181305522,0.07852258413055213,-1.507493900932455,0
11,3.3324234721086685,5.787579180658945,0.078576117,0.29331608981260787,2.1619998399437823,0.3981917679467211,0.11683155307715826,3.670106543962127,4.043953413458823,0.14995846282970635,3.829983447999999,0.20249528335776784,0.07214010235776779,-0.5793224356129798,0
12,3.6088074519766185,5.495024038192674,0.109574874,0.3001951997505209,2.4866625923251555,0.5705333964833821,0.1557493653225888,3.7558961933138244,3.444633997835477,0.15628150400185312,4.286760675000001,0.20175173328233897,0.08090376628233893,-0.6641518320238747,0
