PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
9.156118995545363,63.542738311185325,17.620418809076664,0.8750397166830104,7.248287817517657,1.354558344570011,0.20283800542196875,0.0,0.0,0.0,0.0,0.0,0.0
