PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
9.297606751370413,24.19972586878093,55.511163748026426,0.7428087924891241,4.468021460345887,5.176843287644813,0.6038300913424082,0.0,0.0,0.0,0.0,0.0,0.0
