PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
10.189745807419154,44.884139228190506,33.62944446534352,0.4795374115653149,9.511113320365826,1.1709748104878326,0.13504495662784846,0.0,0.0,0.0,0.0,0.0,0.0
