PV (GW),Wind (GW),CSP (GW),Other renewables (GW),Hydraulic (GW),Pumping turbidity (GW),Thermal (GW),Cogeneration (GW),Combined cycle (GW),Fuel & Gas (GW),Nuclear (GW),No renewable residues (GW),Renewable residues (GW)
36.27,119.87,88.3,0.86,17.05,10.0,2.26,0.0,24.56,0.0,0.0,0.0,0.0
