PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Thermal (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
8.4862976175659,13.884529679603562,66.79197038490139,0.4923374372288905,4.594914685793944,5.383465798684584,0.36648439622173473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
