month (%),PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%),Export (%),Import (%)
1,16.966866266597943,64.12787199245447,5.21450259272615,0.7867889572763588,5.498475130913155,0.9458951978565191,0.5276477394287657,0.691347882980218,4.346829995737701,0.1557406580808125,0.0,0.541027499515883,0.19700608643204764,-11.164704369348785,0.03165747682458011
2,24.058304392705757,47.526846946308964,11.464829876778673,0.9062681239012237,7.880330045956777,2.1932235071713775,1.829241816231599,0.7597228600254369,2.3701667933347275,0.16956137585998782,0.0,0.6093330157639922,0.23217124596146738,-8.852596249044304,0.0579711480356807
3,25.491733630498228,48.62634219509219,15.821277762096313,0.753135419161685,5.176602422254646,1.1917136975061198,0.7018096094559203,0.6297263528680426,0.7588002890022398,0.13923839460192114,0.0,0.5167364133537883,0.1928838141089179,-12.486100851788668,0.0
4,24.254858181641424,51.264860419855395,13.905610299260877,0.7377230374562641,5.165274384251348,1.0866528303372929,0.6172635297042445,0.6684452402346606,1.443723307425674,0.14995456982516606,0.0,0.5018784955978781,0.20375570440977095,-13.231755671238112,0.0
5,27.266747249473102,42.374346258485346,22.373912636064457,0.6245325590590606,4.270883310391872,0.8255473995448052,0.3909947118342826,0.5622970745909354,0.7049935068619383,0.1293649534969339,0.0,0.368647153964595,0.10773318623268269,-14.13694012622515,0.0
6,29.97977347500668,33.417702574036085,26.798508064235694,0.7239363760210555,4.1095188502944895,1.6232505582847345,1.1124246953790504,0.6122130124854702,0.848586385641817,0.15442961794306317,0.0,0.42889443919193976,0.19076195147992037,-11.217863510965035,0.0
7,31.183565719362413,33.48264656948068,24.692277225228608,0.8153101393727185,3.94588749243677,2.1424677576148223,1.2799283271690065,0.6139445753472309,1.0217977498689161,0.18023503695271167,0.0,0.4402975917000317,0.20164181546608193,-9.320953731328549,0.0
8,32.73955432722826,29.25705391968046,26.92190305353997,0.8466972796095851,3.3031197602893045,2.521188784477908,1.7274464670698393,0.6208722834502522,1.1358289475040368,0.19157453196063923,0.0,0.5202409028199857,0.21451974236973773,-9.341662993345656,0.0
9,29.652238650713564,43.029053815321106,17.092999611783807,0.8290711306540467,3.358301023351426,1.8296231431116552,1.288115972852535,0.6462150771599908,1.3325478458790094,0.17711164737836285,0.0,0.5526959526956013,0.21202612909887988,-11.049365452226274,0.005499430304593718
10,29.219773890871156,45.46922356012997,13.27050731049752,0.9407849183708251,3.385751421554864,2.550370250201006,1.9499074547492878,0.7532652491891022,1.4969534811324672,0.1867892810516126,0.0,0.550295559890941,0.2263776223612181,-8.679428576473782,0.0
11,16.408581676740408,71.45724528587087,2.0702767349191253,0.7189833254496832,6.1967855814680615,0.47477952324063055,0.26966172920213916,0.5749112398137646,1.1670823500441085,0.13033430305636667,0.0,0.36390663994984124,0.16745161024500577,-15.648155200246702,0.0
12,17.54408031519228,60.86948569829192,2.768521521269884,0.8145079870571639,12.560938764756914,1.3273928766886645,0.9973100567473323,0.6350198736698359,1.6500112881516769,0.15466176663723513,0.0,0.4685318898594458,0.20953796167763553,-13.609703414484526,0.0
