month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,6.563963854828225,24.809120743422028,2.017332252270154,0.3043846869416943,2.1271925792825073,0.36593804604972147,0.2041308415632786,0.2674614418295927,1.6816561483292982,0.06025131773344219,0.0,0.20930706327789228,0.07621565527789216,-4.319284114033548,0.012247313696383141
2,7.5816518152473,14.977448100320533,3.6129873006816933,0.28559823894986136,2.483380275784956,0.6911649596315876,0.5764610136350016,0.23941646538245173,0.7469262620425308,0.0534349924292451,0.0,0.19202312389304738,0.07316565289304738,-2.7897769238287426,0.018268829447097103
3,10.501935743184017,20.032796849405763,6.517957736456792,0.310272337401534,2.13262647392046,0.4909552585512756,0.28912742967144733,0.259430990040537,0.31260611743867633,0.05736262171451602,0.0,0.2128820537616294,0.07946314876162919,-5.143951005023779,0
4,9.044115039338173,19.115564050740193,5.185103054278511,0.275081056667424,1.9260197438002262,0.40518947304468694,0.23016429658857424,0.24924885583359813,0.5383333755055563,0.05591483446395854,0.0,0.18713969861068103,0.07597612061068104,-4.933837154062232,0
5,12.355760826156851,19.201677513797204,10.138602553037675,0.2830031340841561,1.9353248195252446,0.37409178755740546,0.17717687773740118,0.2548015024794544,0.3194635236495986,0.05862094257414243,0.0,0.167050217686599,0.048818638686598886,-6.406068513240536,0
6,11.86857058377863,13.229598351645976,10.609152359523332,0.2865962274242597,1.6269007029272784,0.6426220612447822,0.4403932880697578,0.24236651944849064,0.3359434127419221,0.06113651333327173,0.0,0.16979327508206113,0.07551997308206093,-4.44099435874919,0
7,12.504372402883575,13.426286317185125,9.901415145343176,0.3269331576226117,1.5822708380867823,0.8591132567547314,0.5132415130442722,0.24618709976791445,0.4097331171096957,0.07227287739916195,0.0,0.17655598157882973,0.08085683257882963,-3.7376314708683185,0
8,12.439584723771528,11.116388371210569,10.229134172457329,0.32170757243114834,1.255039628829344,0.9579403914809078,0.656353365965758,0.2359040473009019,0.4315648369238168,0.07278986138364463,0.0,0.19766856697919158,0.08150802797919186,-3.549419369157383,0
9,10.818582702375444,15.699097217903065,6.236359828005918,0.30248557954719146,1.2252719866641564,0.6675357473374853,0.4699675240952036,0.23577077394151666,0.4861784381722354,0.06461896611879137,0.0,0.20165043671539654,0.07735747171539663,-4.0313473583487225,0.002006460364326158
10,9.685761273885438,15.072123636450769,4.398903505306978,0.3118510828811872,1.1223077948643552,0.8453959122244922,0.6463546974527289,0.24969212310841568,0.4962096596130974,0.061916850949755006,0.0,0.18241179562474266,0.07503958162474259,-2.8770541996469228,0
11,7.052169046199034,30.711281648797367,0.889774740723536,0.3090085451844333,2.6632880479553296,0.20405331329233084,0.11589667754889146,0.2470884644145519,0.5015949693576004,0.05601578221565228,0.0,0.15640176540050432,0.07196825940050426,-6.725348839243498,0
12,6.479603515148516,22.4810948428226,1.0225056804744828,0.30082447875491836,4.63916611822648,0.4902496679935375,0.3683392707565906,0.23453363936422103,0.6094032146834231,0.05712165635116821,0.0,0.17304417364434357,0.07738923264434348,-5.02650925556118,0
