PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
6.667635141977218,35.85134539496757,2.3016484497969993,1.255292257410744,10.398064685914836,0.4049504406371265,0.04473093959663294,6.354297992093477,26.214266798531742,1.31354983061079,8.011823809940903,0.8438619638487911,0.33853229467318174
