PV (GW),Wind (GW),CSP (GW),Other renewables (GW),Hydraulic (GW),Pumped hydropower (GW),Batteries (GW),Cogeneration (GW),Combined cycle (GW),Fuel & Gas (GW),Nuclear (GW),No renewable residues (GW),Renewable residues (GW)
14.54,52.92,6.75,0.86,17.05,6.84,2.5,3.44,26.28,1.49,3.18,0.49,0.16
