Match demand,Minimize cost,tooltip
20971980.46422703,46.189938926023956,"Generation: 12<br>Type: Minimize curtailments<br>Installed power: 171.54 GW<br>Renewable power: 136.66 GW (209.38 %)<br>Emissions: 29,099.21 Kton CO<sub>2</sub> (54.91 %)<br>Imported energy: 10.40 GWh<br>Exported energy: -24492.57 GWh<br>Net cost: 13,233.30 M€<br>Dumped energy cost: 734.02 M€<br>Power PV: 67.19 GW (66940.89860684285)<br>Power wind: 39.07 GW (38646.91893815991)<br>Power CSP: 2.99 GW (682.1026560232833)<br>Match demand = 20,971.98 GWh<br>Minimize cost = 4.62 c€/kWh<br>"
845611.6836310077,50.982740750924634,"Generation: 148<br>Type: Minimize curtailments<br>Installed power: 138.70 GW<br>Renewable power: 103.82 GW (159.06 %)<br>Emissions: 32,247.44 Kton CO<sub>2</sub> (50.03 %)<br>Imported energy: 6.85 GWh<br>Exported energy: -8603.21 GWh<br>Net cost: 14,606.43 M€<br>Dumped energy cost: 30.05 M€<br>Power PV: 19.47 GW (19223.62051671108)<br>Power wind: 52.43 GW (52006.50981541799)<br>Power CSP: 4.50 GW (2199.07531650603)<br>Match demand = 845.61 GWh<br>Minimize cost = 5.10 c€/kWh<br>"
846185.8662029427,50.98112009472058,"Generation: 148<br>Type: Minimize curtailments<br>Installed power: 138.71 GW<br>Renewable power: 103.83 GW (159.07 %)<br>Emissions: 32,244.20 Kton CO<sub>2</sub> (50.04 %)<br>Imported energy: 6.85 GWh<br>Exported energy: -8599.90 GWh<br>Net cost: 14,605.96 M€<br>Dumped energy cost: 30.07 M€<br>Power PV: 19.49 GW (19244.045064928574)<br>Power wind: 52.42 GW (51993.72947802567)<br>Power CSP: 4.50 GW (2199.07531650603)<br>Match demand = 846.19 GWh<br>Minimize cost = 5.10 c€/kWh<br>"
840013.9183909559,51.03281254280829,"Generation: 147<br>Type: Minimize curtailments<br>Installed power: 138.59 GW<br>Renewable power: 103.71 GW (158.89 %)<br>Emissions: 32,263.34 Kton CO<sub>2</sub> (50.01 %)<br>Imported energy: 6.78 GWh<br>Exported energy: -8728.95 GWh<br>Net cost: 14,620.77 M€<br>Dumped energy cost: 29.94 M€<br>Power PV: 18.92 GW (18675.926632623698)<br>Power wind: 52.80 GW (52377.205202050514)<br>Power CSP: 4.57 GW (2263.424777720308)<br>Match demand = 840.01 GWh<br>Minimize cost = 5.10 c€/kWh<br>"
855585.3251878674,50.91191835761024,"Generation: 143<br>Type: Minimize curtailments<br>Installed power: 138.78 GW<br>Renewable power: 103.90 GW (159.19 %)<br>Emissions: 32,261.72 Kton CO<sub>2</sub> (50.01 %)<br>Imported energy: 6.84 GWh<br>Exported energy: -8637.09 GWh<br>Net cost: 14,586.13 M€<br>Dumped energy cost: 30.40 M€<br>Power PV: 19.66 GW (19411.7866281417)<br>Power wind: 52.44 GW (52011.52828493893)<br>Power CSP: 4.39 GW (2087.0539888550343)<br>Match demand = 855.59 GWh<br>Minimize cost = 5.09 c€/kWh<br>"
836372.9069310101,51.04713291044634,"Generation: 140<br>Type: Minimize curtailments<br>Installed power: 138.57 GW<br>Renewable power: 103.69 GW (158.86 %)<br>Emissions: 32,265.88 Kton CO<sub>2</sub> (50.00 %)<br>Imported energy: 6.79 GWh<br>Exported energy: -8692.97 GWh<br>Net cost: 14,624.87 M€<br>Dumped energy cost: 29.80 M€<br>Power PV: 18.95 GW (18699.575725189366)<br>Power wind: 52.74 GW (52314.2066818405)<br>Power CSP: 4.59 GW (2281.2698132466976)<br>Match demand = 836.37 GWh<br>Minimize cost = 5.10 c€/kWh<br>"
836673.2104756668,51.04652842489165,"Generation: 136<br>Type: Minimize curtailments<br>Installed power: 138.57 GW<br>Renewable power: 103.69 GW (158.86 %)<br>Emissions: 32,264.73 Kton CO<sub>2</sub> (50.01 %)<br>Imported energy: 6.79 GWh<br>Exported energy: -8694.81 GWh<br>Net cost: 14,624.70 M€<br>Dumped energy cost: 29.81 M€<br>Power PV: 18.95 GW (18699.575725189366)<br>Power wind: 52.74 GW (52316.627908475035)<br>Power CSP: 4.59 GW (2281.2698132466976)<br>Match demand = 836.67 GWh<br>Minimize cost = 5.10 c€/kWh<br>"
866205.6684892642,50.82825931864778,"Generation: 135<br>Type: Minimize curtailments<br>Installed power: 138.92 GW<br>Renewable power: 104.04 GW (159.41 %)<br>Emissions: 32,258.84 Kton CO<sub>2</sub> (50.02 %)<br>Imported energy: 6.91 GWh<br>Exported energy: -8518.79 GWh<br>Net cost: 14,562.17 M€<br>Dumped energy cost: 30.69 M€<br>Power PV: 20.31 GW (20062.35756249511)<br>Power wind: 52.05 GW (51627.02291579063)<br>Power CSP: 4.27 GW (1965.1732964387515)<br>Match demand = 866.21 GWh<br>Minimize cost = 5.08 c€/kWh<br>"
852425.4319251053,50.96845656778209,"Generation: 133<br>Type: Minimize curtailments<br>Installed power: 138.76 GW<br>Renewable power: 103.88 GW (159.16 %)<br>Emissions: 32,219.46 Kton CO<sub>2</sub> (50.08 %)<br>Imported energy: 6.84 GWh<br>Exported energy: -8622.00 GWh<br>Net cost: 14,602.33 M€<br>Dumped energy cost: 30.29 M€<br>Power PV: 19.53 GW (19284.973545444012)<br>Power wind: 52.43 GW (52006.50981541799)<br>Power CSP: 4.50 GW (2199.07531650603)<br>Match demand = 852.43 GWh<br>Minimize cost = 5.10 c€/kWh<br>"
857595.2210052356,50.90950279135702,"Generation: 132<br>Type: Minimize curtailments<br>Installed power: 138.80 GW<br>Renewable power: 103.92 GW (159.22 %)<br>Emissions: 32,249.31 Kton CO<sub>2</sub> (50.03 %)<br>Imported energy: 6.85 GWh<br>Exported energy: -8631.35 GWh<br>Net cost: 14,585.44 M€<br>Dumped energy cost: 30.46 M€<br>Power PV: 19.71 GW (19457.312640672913)<br>Power wind: 52.41 GW (51983.73586545918)<br>Power CSP: 4.40 GW (2092.1445180857027)<br>Match demand = 857.60 GWh<br>Minimize cost = 5.09 c€/kWh<br>"
