PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
11.949501859038715,24.093202836861167,8.982035373601354,1.3238453639300989,16.138384995806643,0.7693521808606465,0.10635668256880632,6.2675708926113955,20.86762775523566,1.4503251735178635,6.967878146966988,0.8123908150360141,0.27152792396464726
