PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
6.8170532254619856,19.566901345337328,16.918585534995557,1.3575460347958794,8.165687964664558,0.0,0.0,6.131764307936824,28.83319503143055,1.530711635491498,9.495493632613167,0.8548750016991022,0.328186285573537
