Power PV,Power wind,Power CSP,Match demand,Minimize cost
37523.911038049795,49772.25534638945,15194.302848097432,6489647.010611004,49.98743843510701
37644.02446806209,49956.946661559894,15012.46505178315,6507900.568971805,49.89728879951677
37884.13809794883,49788.80956503104,15028.065591282873,6538406.146724239,49.896392475999036
37643.91766342479,49544.6091117316,15363.20539101517,6540973.023008603,50.04625621784197
37612.74797537748,49758.57492512282,15215.746741078157,6531194.701607354,49.98007877680234
38361.729774815816,49764.385646650284,14803.46779364946,6581902.7584422445,49.78482814370896
37518.931973629355,49758.561121922554,15217.845710004784,6496001.71180167,49.995383075278525
37523.911038049795,49758.561121922554,15238.006661285333,6510302.387340635,49.998344909653305
37523.911038049795,49785.121781861926,15229.133989148044,6516360.675601998,49.99127528184041
38253.31982625749,49786.77373016872,14828.555253686469,6563901.501443115,49.80196977319276
38321.6602954264,49760.930711104134,14807.79921092883,6567438.633938365,49.79267058013722
37551.849642037174,49746.19600400672,15336.044121565079,6576931.030530743,50.014710009903155
37551.849642037174,49544.6091117316,15341.897245644435,6491257.244486011,50.05688874411075
37347.139048392084,49760.69176380783,15339.601630938627,6503098.739947254,50.04468388194223
37644.02446806209,49950.93455833201,15012.46505178315,6505305.295390839,49.898516595313744
37523.911038049795,49881.74570423053,15215.746741078157,6549771.43209537,49.969071381882685
38360.28072507201,49767.135010345475,14807.79921092883,6584985.882242594,49.785277309514456
37523.911038049795,49756.35472202572,15215.746741078157,6495775.552052939,49.99466228727141
37524.9237467473,49756.13169431823,15215.746741078157,6496087.231144912,49.99454907343406
37347.139048392084,49776.69587587212,15339.601630938627,6510132.878763803,50.0414292421409
38318.84658889002,49659.71426255723,14889.093431270441,6569785.869813605,49.82846336852623
38321.6602954264,49769.66273668632,14807.79921092883,6571132.413558362,49.79088361446746
38321.6602954264,49786.8884149647,14807.79921092883,6578403.734955807,49.78735549780142
37550.91666435148,49751.98371898753,15336.044121565079,6579119.104815262,50.01368209541614
37523.911038049795,49782.115223992994,15215.746741078157,6506901.292676142,49.98940638470226
37549.12445324525,49768.74239816013,15339.601630938627,6588138.310259932,50.01123864001929
37347.139048392084,49768.74239816013,15339.601630938627,6506651.491830826,50.04304835953851
38463.83360503769,49756.134819192805,14753.961323534262,6590079.178556178,49.76146078341711
38332.676808879085,49659.71426255723,14889.093431270441,6575145.413664874,49.826267853835205
37523.911038049795,49758.561121922554,15215.746741078157,6496732.861294509,49.994212769903726
38321.6602954264,49772.21065008355,14807.79921092883,6572209.8079686705,49.79036200977294
38389.58080436561,49639.106115496936,14871.924633467504,6578921.26772132,49.81841838529187
38400.269010203636,49631.411313105185,14871.900377265714,6579954.513904628,49.81830732457009
38400.269010203636,49630.6611956785,14876.189222877161,6582182.998081259,49.81924290643312
38297.83996133647,49767.318834201535,14857.203060223299,6589122.763771732,49.80405761170087
37523.911038049795,49813.3434399107,15286.442503124488,6563799.957499667,49.99614857013173
38400.269010203636,49630.66132991946,14871.924633467504,6579650.3035671925,49.81846459528945
37523.911038049795,49756.13169431823,15286.442503124488,6538564.125100476,50.00776912953981
38402.680466444006,49772.21065008355,14807.79921092883,6603991.633953427,49.77757014484419
38402.680466444006,49772.21065008355,14808.114283580257,6604174.326554372,49.777627523968995
37347.139048392084,49927.80552263941,15339.601630938627,6576402.6530577615,50.010795577591864
38361.729774815816,49766.750356707795,14803.46779364946,6582907.373502087,49.78434450213707
37595.667711196606,49937.11369212177,15184.835726803547,6583376.041081339,49.94074637098484
38361.64057533706,49676.19224444098,14877.164556551415,6586838.1729404945,49.81618190038811
38319.02258220484,49659.71426255723,14889.093431270441,6569853.823464528,49.828435395069086
38405.76156974489,49622.340666684744,14876.071469387889,6580796.4980945755,49.820055779265125
38357.318745095356,49676.10116285424,14912.727849575771,6606463.784385769,49.82339986354267
37523.911038049795,49756.13169431823,15215.746741078157,6495678.812202456,49.99470772529758
37462.83467947613,49670.55423541959,15340.49531819181,6510355.112998981,50.0449833378161
37586.19361573254,49671.11472964956,15361.392453443215,6573628.751839883,50.02934783198147
38402.680466444006,49630.30074158459,14871.71191006324,6580345.22983037,49.81812116277593
38359.04856353361,49686.51974920191,14876.101647911373,6589675.4433112815,49.814294101591635
38406.69652309508,49686.51974920191,14876.071469387889,6608815.848350287,49.806822035381145
37430.94827935059,49671.11472964956,15361.392453443215,6511077.318342267,50.053836510859455
37465.569775622454,49640.002901665124,15374.498334021036,6519084.524892105,50.05713594469117
37502.27758969028,49635.54870810534,15358.308627281547,6521491.658242847,50.049200191875435
37512.07481994407,49659.942746954344,15362.946512616134,6539361.160089118,50.04354975203059
37577.44904872819,49671.26622249564,15362.946512616134,6571121.531433351,50.03098248591756
37763.719395640765,49544.6091117316,15336.044121565079,6571997.94760278,50.022335308988424
38361.729774815816,49676.19224444098,14886.553733055098,6592509.839047067,49.81788556162072
38318.101892717794,49735.001787514455,14896.77221720849,6606585.759222277,49.8146599880472
37430.94827935059,49614.46800139434,15362.946512616134,6487317.829658529,50.06574917175109
37551.849642037174,49544.6091117316,15336.044121565079,6487779.087558845,50.055820185531346
37431.167106064204,49660.3668925731,15361.4095791316,6506484.435200749,50.05600675497968
37510.433116782304,49659.71426255723,15356.823860184404,6534686.062988765,50.04270371763808
37551.849642037174,49670.55423541959,15340.49531819181,6545854.088239215,50.030894543983536
37502.27758969028,49755.671132247546,15358.308627281547,6575275.3363108765,50.02477980163915
38402.680466444006,49622.340666684744,14876.071469387889,6579551.445913008,49.82053888429509
37520.84563965434,49766.39420151034,15361.4095791316,6589738.348378496,50.02029149812808
37502.27758969028,49640.002901665124,15358.308627281547,6523491.333119881,50.04829118934063
37548.99156857384,49595.28359008596,15363.147327885008,6525416.980235775,50.050937662533826
37457.00394511961,49712.416726662865,15361.4095791316,6539554.578012784,50.04126861168988
37470.35688449642,49769.81504096411,15361.4095791316,6570544.519723957,50.02750999513608
38334.60022518397,49659.71426255723,14889.093431270441,6575900.151285552,49.825963427416
37629.98096826205,49660.81897073511,15361.4095791316,6586817.440283019,50.02457271998629
37347.139048392084,49671.26622249564,15339.601630938627,6464847.965972098,50.06301691451558
37548.23076126823,49594.79571738103,15361.4095791316,6523777.247099708,50.05082860099964
37521.43063793497,49640.002901665124,15362.955380340189,6534175.64843303,50.04614214991787
