PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumping turbidity (%),Thermal (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
17.019107225468808,36.41698730560482,12.52194844815001,1.2135973482724758,5.961931971068935,1.569689678400373,0.42597630376268786,5.1420000629729525,17.39098214074436,1.1471489897801062,0.0,0.8703255459390956,0.3203049798353822
