Date time,Wind (MW),PV (MW),CSP (new) (MW),Other renewables (MW),Hydraulic (MW),Pumped hydropower (MW),Cogeneration (MW),Combined cycle (MW),Fuel & Gas (MW),Nuclear (MW),No renewable residues (MW),Renewable residues (MW),Import (MW),Export (MW),Demand (MW)
25-10-2050 01:00:00,14603.278732285045,1.7591664160010205,0.0,412.55300000000005,1039.622,0.0,273.2637,9704.725437690824,0.0,0.0,303.2765,82.4655,0.0,0.0,26903.610017131876
25-10-2050 02:00:00,15741.79933352412,1.7305620840335243,0.0,413.285,813.1610000000001,0.0,271.5170999999999,7496.3079013083425,0.0,0.0,305.199,82.596,0.0,0.0,25579.85472165906
25-10-2050 02:00:00,16665.435133282383,1.7734685819847686,0.0,408.82199999999995,626.034,0.0,269.57379999999995,6191.522010010634,0.0,0.0,304.5935,82.2555,0.0,0.0,24989.83764021106
25-10-2050 03:00:00,17296.610177657076,1.7734685819847686,0.0,408.139,639.501,0.0,269.0530999999999,5154.499120799774,0.0,0.0,303.242,82.62,0.0,0.0,24587.995495247058
25-10-2050 04:00:00,18392.726079471995,1.6447490881310354,0.0,397.769,527.6419999999999,0.0,267.0430999999999,3938.694752734329,0.0,0.0,304.2285,83.4425,0.0,0.0,24345.680985420586
25-10-2050 05:00:00,18027.770506541834,3.318102508229567,0.0,395.348,536.7230000000001,0.0,267.00919999999996,4354.818496072912,0.0,0.0,304.8425,82.7045,0.0,0.0,24412.98047235542
25-10-2050 06:00:00,16862.759628801425,15.131691610805527,0.0,396.494,632.975,0.0,266.8207,5846.601869732782,0.0,0.0,303.8515,82.8625,0.0,0.0,24870.166015548035
25-10-2050 07:00:00,16501.98206666246,141.72016273296023,0.0,391.564,476.46,0.0,267.35909999999996,6760.222044898663,0.0,0.0,307.395,82.288,0.0,0.0,25417.206985159784
25-10-2050 08:00:00,14676.524747731472,4395.341650125477,0.0,388.22900000000004,953.029,0.0,269.6844999999999,5107.7353060071455,0.0,0.0,306.4635,82.0425,0.0,0.0,26747.19652972163
25-10-2050 09:00:00,13602.362393528461,12855.38747716414,83.12117730340817,396.349,918.89,0.0,270.8119,44.25295616417877,0.0,0.0,303.3445,82.4645,0.0,0.0,29197.58307778422
25-10-2050 10:00:00,12695.47661885126,21319.609536670057,777.8098993475345,394.017,957.69,0.0,271.4362999999999,0.0,0.0,0.0,301.88,82.43799999999999,0.0,0.0,30613.5367532875
25-10-2050 11:00:00,11721.827075773366,26386.766829550135,1714.1931095181785,387.954,1433.305,0.0,272.64529999999996,0.0,0.0,0.0,302.0675,81.9405,0.0,0.0,30947.950415903524
25-10-2050 12:00:00,11652.80127324734,29276.862718550055,3513.50556921552,396.88,1541.865,0.0,273.25379999999996,0.0,0.0,0.0,306.8205,81.9615,0.0,0.0,31029.522352255317
25-10-2050 13:00:00,11385.851704967577,29122.499441087464,5186.41248706141,401.13300000000004,1553.6660000000002,0.0,272.65979999999996,0.0,0.0,0.0,307.1515,81.5085,0.0,0.0,31377.265011682164
25-10-2050 14:00:00,11565.113689187312,25994.973294591342,5501.378004512263,403.04699999999997,1521.8,0.0,272.79459999999995,0.0,0.0,0.0,305.2665,81.1865,0.0,0.0,31084.528377864986
25-10-2050 15:00:00,12230.26144757121,20953.087929004545,5146.06909526712,401.902,1258.448,0.0,271.6917999999999,0.0,0.0,0.0,302.4375,80.7295,0.0,0.0,29606.377083243187
25-10-2050 16:00:00,12997.22606287262,13912.131615205337,8072.196268850533,397.524,1080.306,0.0,272.48419999999993,0.0,0.0,0.0,302.2095,80.3935,0.0,0.0,28726.799036594603
25-10-2050 17:00:00,13724.259023521232,4930.199751419705,8056.689321603477,394.42199999999997,1669.342,6277.017068200899,272.89539999999994,0.0,0.0,0.0,296.524,78.056,0.0,0.0,28836.800371271944
25-10-2050 18:00:00,14584.764658203261,236.91537952078787,3294.733782600302,398.564,2812.028,10000.0,275.81249999999994,0.0,0.0,0.0,299.181,79.385,0.0,0.0,31150.641503908064
25-10-2050 19:00:00,15644.215350165763,3.103570018473345,519.8767386955163,401.165,3144.526,10000.0,277.50519999999995,0.0,0.0,0.0,301.9505,81.1075,0.0,0.0,33702.9534799685
25-10-2050 20:00:00,17622.064557652313,1.8735837438710057,6.290023066636779,400.157,3020.366,3402.9829317991025,279.3169,0.0,0.0,0.0,299.9915,81.8495,0.0,0.0,34473.713774468764
25-10-2050 21:00:00,19026.361507979283,1.473123096326058,0.0,396.005,2696.337,0.0,280.4729,0.0,0.0,0.0,298.318,82.07600000000001,0.0,0.0,34078.52779282193
25-10-2050 22:00:00,19553.571607059977,1.4445187643585613,0.0,398.528,2228.113,0.0,280.70219999999995,0.0,0.0,0.0,298.96299999999997,82.77799999999999,0.0,0.0,32227.64008443541
25-10-2050 23:00:00,20686.707216612624,1.4159144323910655,0.0,391.86300000000006,1565.154,0.0,279.02419999999995,0.0,0.0,0.0,290.607,82.302,0.0,0.0,29712.8713303194
26-10-2050 00:00:00,20997.635623735852,1.4302165983748136,0.0,393.023,1190.987,0.0,268.75719999999995,0.0,0.0,0.0,295.482,81.453,0.0,0.0,27620.021964174917
26-10-2050 01:00:00,20594.49556430193,1.516029594277302,0.0,396.36300000000006,641.786,0.0,262.9394,0.0,0.0,0.0,293.5625,81.3595,0.0,0.0,26211.958838865186
26-10-2050 02:00:00,20252.227856031834,1.4445187643585613,0.0,394.158,550.937,0.0,262.32869999999997,0.0,0.0,0.0,295.0785,81.8465,0.0,0.0,25435.259595544707
26-10-2050 03:00:00,19216.88724048356,1.4302165983748136,0.0,389.14599999999996,518.295,0.0,263.97509999999994,0.0,0.0,0.0,290.2555,82.2365,0.0,0.0,25232.987246496625
26-10-2050 04:00:00,17873.26851152607,1.5446339262447988,0.0,386.009,548.908,0.0,263.5974999999999,3259.2272529183283,0.0,0.0,296.892,82.961,0.0,0.0,25414.04362072104
26-10-2050 05:00:00,18478.18539111005,2.0595119016597314,0.0,392.58099999999996,454.167,0.0,263.56879999999995,5707.3088817961,0.0,0.0,298.7135,83.0265,0.0,0.0,26126.182842772443
26-10-2050 06:00:00,19194.317541785273,4.819829936523122,0.0,401.472,1110.451,0.0,271.04689999999994,7505.246395882612,0.0,0.0,300.0285,82.1275,0.0,0.0,29384.810195663496
26-10-2050 07:00:00,19364.552490568276,75.58694722410888,0.0,401.782,1822.226,0.0,288.60529999999994,10814.712966120394,0.0,0.0,293.1665,81.1595,0.0,0.0,33757.43717338228
26-10-2050 08:00:00,19344.92428027551,2108.0820573405404,0.0,412.972,2422.118,0.0,307.43639999999994,11185.609944078813,0.0,0.0,285.351,80.215,0.0,0.0,36845.56751811273
