month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,6.370225813313958,20.1570388961221,2.1682763088127084,0.3020588499234431,2.554786470377028,0.5959417826631206,0.3896237374690391,0.21640307677320486,1.8363093526481664,0.05770091542369144,0.0,0.20029884922054528,0.06675664422054536,-2.7705549868208803,0.05263766454482816
2,6.54269300080775,24.902244070653055,2.6196635336901273,0.24560816486684175,3.5589768394600525,0.20316176812300016,0.14725792041474942,0.1925321320033945,1.0259024627855866,0.0533827926510404,0.0,0.18158378262247013,0.06348653762246993,-5.349022869778253,0.04679330857739999
3,9.111852566964417,20.161512088018487,5.70293409268392,0.27452660032227855,3.8455323136966797,0.4906182244860026,0.3136193084583213,0.20808787831279746,0.30714483286506894,0.05614028759785528,0.0,0.20766367524412346,0.0720583292441233,-5.336550156358908,0
4,9.601831707866767,16.152570330168402,5.388374930490403,0.20174312602783914,2.6627548384083504,0.48568302530977425,0.3498535655629802,0.2014636733097435,0.28604924028232687,0.05215199530047577,0.0,0.16501438619252895,0.044478953192528904,-4.584342471153921,0
5,12.21283412726809,20.106970992061058,9.50086377172979,0.2749516898980895,2.967132081469428,0.32370216700350174,0.1638269184349165,0.2077202863143315,0.30634861388424095,0.05621438193932954,0.0,0.20455814106306364,0.06156401706306372,-6.645244072376028,0
6,10.919276345892316,11.766841362468881,10.062556312214205,0.288126177530715,2.4975589052592153,0.7456907133249021,0.5450715259464691,0.20656225303575054,0.32062257068645716,0.05883362547769337,0.0,0.2087142251830835,0.07138329918308357,-3.9944534994053846,0
7,11.433757300822034,12.38139786168062,12.223580642847006,0.30993822832348583,2.060415665597045,0.9424607634006823,0.519183843995708,0.21614380366322014,0.41558595969681716,0.07122509656853918,0.0,0.22522376606114636,0.07502893106114629,-3.6669945499441794,0
8,10.152422848566857,13.128351429229182,8.405915364013843,0.31759022288615896,1.6437287698658478,0.8786904625687983,0.6083921958248004,0.20401870481015538,0.3803134047917026,0.06928155118198268,0.0,0.22839808219483676,0.07210807819483704,-3.0973522662778286,0
9,8.553491368373463,12.2355866399481,6.661848525275879,0.30737122384546595,1.6095051287536368,0.8299039308832499,0.6240669202255308,0.21519485374591277,0.3625547695833229,0.061923732052460746,0.0,0.2154810964210637,0.06813227142106389,-2.6599085412039165,0
10,6.507755771538878,15.909505567097414,2.5138139131608193,0.31470334917122367,1.6501213237513663,0.659917089892167,0.4228546284283183,0.22142952540992816,1.3032214543737202,0.05876824171287543,0.0,0.22788834431425334,0.07326223431425323,-2.448822598942384,0
11,6.223401159580963,15.022829720979496,3.3326732512122614,0.306929128598182,1.8926207612794554,0.7542602325202146,0.5233273196282082,0.21295293555936362,1.6542509501861988,0.05288442338649951,0.0,0.2144444281343655,0.07121465013436543,-2.3290954870108918,0
12,4.657812761914908,14.28851598280396,1.1378427129657083,0.2895576725638804,1.439039516169162,0.6610382256166053,0.35541657169098106,0.21811187139735796,4.4053498834016755,0.05572823808412752,0.0,0.19402735045071376,0.07176291545071367,-1.0317661955151627,0.11608416859639496
