PV (GW),Wind (GW),CSP (GW),Other renewables (GW),Hydraulic (GW),Pumping turbidity (GW),Thermal (GW),Cogeneration (GW),Combined cycle (GW),Fuel & Gas (GW),Nuclear (GW),No renewable residues (GW),Renewable residues (GW)
17.87,31.64,13.62,0.86,17.05,6.84,2.26,5.74,26.28,2.49,3.18,0.49,0.16
