Date time,Wind (MW),PV (MW),CSP (new) (MW),Other renewables (MW),Hydraulic (MW),Pumping turbidity (MW),Thermal (MW),Cogeneration (MW),Combined cycle (MW),Fuel & Gas (MW),Nuclear (MW),No renewable residues (MW),Renewable residues (MW),Import (MW),Export (MW),Demand (MW)
11-09-2030 21:00:00,5384.937085531173,2.869392396207104,3729.166592508971,456.816,4617.536,0.0,0.0,3479.3390000000004,6016.386851367701,0,3113.828918786005,284.6655,90.1115,0,0,37047.593705870946
11-09-2030 22:00:00,5304.959399523612,1.5787578521084478,3246.870180308608,454.56,3986.36,0.0,0.0,3479.478,10898.175547649738,0,3114.109608402417,284.09,89.836,0,0,34097.14612233878
11-09-2030 23:00:00,5239.808467739654,1.2511655977959448,2868.06780542179,451.00800000000004,3086.532,0.0,0.0,3464.884,10868.473554158987,0,3114.4908635661095,279.1675,89.0505,0,0,31212.63793213114
12-09-2030 00:00:00,5313.85301878301,0.1697164691016581,2168.119941721,451.991,2491.593,0.0,0.0,3396.223,10739.415824539075,0,3113.1669740059015,272.3905,90.2115,0,0,29548.984200335624
12-09-2030 01:00:00,5285.48509050235,1.5432358004360076,1243.8459527322195,450.056,1922.226,0.0,0.0,3387.96,10980.204356478267,0,3114.715236476043,274.3395,90.3085,0,0,28043.609997336713
12-09-2030 02:00:00,4928.131655144126,0.19734473151355597,129.66578453320741,454.46,1415.995,0.0,0.0,3377.8959999999997,12368.764128486424,0,3114.9606164114093,275.272,89.946,0,0,27244.82873806475
12-09-2030 03:00:00,4628.445479853792,1.7997839514036305,69.02286018697743,446.77,1386.754,0.0,0.0,3368.929,12275.809266338283,0,3116.3381409301674,268.7415,90.1905,0,0,26710.28422267648
12-09-2030 04:00:00,4172.503862007673,0.9590953951558819,68.94967297439447,445.902,1352.609,0.0,0.0,3361.2509999999997,12648.864171597048,0,3116.6845333708025,277.968,90.03,0,0,26588.802092946495
12-09-2030 05:00:00,3416.6719441549735,1.3537848581829937,70.04748116313868,445.01199999999994,1974.5710000000001,0.0,0.0,3384.375,13090.78462532101,0,3118.650701559646,281.3765,90.5905,0,0,26956.670977509304
12-09-2030 06:00:00,2820.806212871899,1.926084579572306,71.16724551565778,445.301,3445.047,0.0,0.0,3395.5040000000004,14294.501199285158,0,3117.5802371785867,278.33,90.411,0,0,29168.77012617643
12-09-2030 07:00:00,2461.5710450301544,21.842114883920374,66.12464656869273,428.939,4472.083,0.0,0.0,3442.426,17138.6143798477,0,3115.9211291274414,281.9795,89.5425,0,0,32929.691226722614
12-09-2030 08:00:00,2122.5996486883905,711.5303763667563,16.613497256328994,441.699,4664.633,0.0,0.0,3504.565,18429.55164100913,0,3114.5999213151604,278.7825,88.5935,0,0,34935.76117921932
12-09-2030 09:00:00,1652.3138761133653,3701.1215016441365,172.92674589098746,445.39099999999996,4946.377,0.0,0.0,3521.07,17008.495071099234,0,3114.923518898412,279.634,89.49799999999999,0,0,36648.067358421344
12-09-2030 10:00:00,1257.2460337452715,6836.526702142253,3705.5198041234203,447.98199999999997,5054.48,0.0,0.0,3493.083,11431.469520394747,0,3115.379416046087,277.4535,88.8235,0,0,37988.08878114837
12-09-2030 11:00:00,1060.0385769252837,9228.91320091331,10179.331286754299,446.31800000000004,4905.415,0.0,0.0,3484.525,2831.440788251044,0,3112.538104116903,280.721,88.708,0,0,38795.865282627674
12-09-2030 12:00:00,999.6176609170706,10638.649237375026,12576.256411173368,452.16900000000004,4971.871,0.0,0.0,3488.9559999999997,844.7732514134168,0,3111.2620390614024,266.7225,87.9655,0,0,39714.033981306835
12-09-2030 13:00:00,878.0296246399375,11222.233130512286,12801.08752822818,452.33099999999996,5067.139,0.0,0.0,3481.938,828.6819032285348,0,3111.7885555711673,266.2885,85.9755,0,0,40283.74409696488
12-09-2030 14:00:00,926.0462466332195,11029.814123497306,12445.661149040356,449.707,4747.06,0.0,0.0,3488.613,545.8735385925538,0,3112.0763965153856,271.522,87.31700000000001,0,0,39468.06128082061
12-09-2030 15:00:00,1094.615411309973,10342.916316518073,11448.6610269079,447.853,4868.309,0.0,0.0,3468.382,592.9267338442914,0,3110.693061542785,279.6625,86.7665,0,0,38910.4596006069
12-09-2030 16:00:00,1493.210150265355,9155.970641251271,9707.464052347006,448.504,4906.417,0.0,0.0,3473.718,1418.942251663013,0,3108.4323480399044,286.8825,88.3315,0,0,38742.48659949538
12-09-2030 17:00:00,2025.464671961834,7321.576370834793,9978.717818343182,448.027,4614.028,0.0,0.0,3491.218,2919.969285327439,0,3107.378868062386,285.6985,88.6375,0,0,38717.10365247672
12-09-2030 18:00:00,2247.691600624493,4797.06757431541,9414.173616642103,448.216,4899.669,0.0,0.0,3501.312,5625.589582645207,0,3109.6400285232544,285.399,88.822,0,0,38097.469553286144
12-09-2030 19:00:00,2274.52521398504,1791.1836680042693,7412.437484007176,453.619,5145.488,0.0,0.0,3466.3190000000004,10706.557080885854,0,3109.4818053955323,284.5705,88.7255,0,0,37498.73316625172
12-09-2030 20:00:00,2413.612551267326,75.02257313219343,4203.287993063819,452.23800000000006,5203.428,0.0,0.0,3481.855,16494.11878963256,0,3110.8754204018546,278.1525,88.5885,0,0,38231.18504254965
12-09-2030 21:00:00,2795.819184692737,3.615355481328345,2185.1286499252774,454.10400000000004,4856.313,0.0,0.0,3521.268,19293.30305924619,0,3116.157569903049,280.51099999999997,87.251,0,0,38694.48496058754
12-09-2030 22:00:00,3023.1221948752377,2.514171879482703,1523.4723358478855,446.341,3798.772,0.0,0.0,3499.538,17634.45708627016,0,3116.7417439932556,280.1105,86.6885,0,0,35196.8093507414
12-09-2030 23:00:00,3308.761615685499,1.8550404762274257,1100.4648845609677,446.389,3363.098,0.0,0.0,3461.3559999999998,15645.295289039643,0,3117.2182012083745,282.038,85.82600000000001,0,0,32349.639661391793
13-09-2030 00:00:00,3697.52051732041,0.5091494073049744,531.7050994151109,447.684,3205.222,0.0,0.0,3431.173,14403.965123491458,0,3117.799246592666,285.685,89.561,0,0,30530.895680946513
13-09-2030 01:00:00,3911.36616624325,2.825976555274121,123.02038563067582,448.155,2524.214,0.0,0.0,3379.349,13912.505843159011,0,3117.2678135450333,284.655,90.428,0,0,28958.66479499366
13-09-2030 02:00:00,4024.1065451176237,9.875130364938338,0.0,446.88699999999994,1781.0929999999998,0.0,0.0,3364.011,13549.502664932412,0,3117.4604524378246,285.665,89.95,0,0,27764.115527726095
