PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%)
25.784627283269554,38.22482125925871,22.614516899137914,0.959155240538337,6.6764185846095385,1.9128585428298845,0.9178914460261552,0.901654746978008,1.0643392970887064,0.2758523290860444,0.0,0.4819863831737776,0.18587798800337232
