month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,3.7747102959941783,25.0282833821042,0.6042137666581692,0.3808258218534192,4.261341486156027,0.21675037137428868,0.049057861829491005,0.3826974965230455,1.0185835185348997,0.08422022058603792,0.0,0.1466879558332148,0.052807081833214996,-5.4082068750300545,0
2,4.34403082690298,22.642587714124623,1.0102858949855915,0.29388134440998476,5.7632056592229945,0.13930159807945772,0.044999792594917,0.281556386540242,0.3278850106593267,0.07647658651395496,0.0,0.12638724198078968,0.03969063698078969,-5.978063451810672,0
3,7.206946239550915,19.327268328554204,3.780689268676057,0.30569171899836656,5.292964462899503,0.3497203272701243,0.13475165445896214,0.2748356676741426,0.38712882055344505,0.08216912217125924,0.0,0.11382479477696889,0.034117852776968965,-5.487821529920161,0
4,7.71314669038534,15.072990844431416,4.264484688178209,0.26638139444698544,4.986800719934095,0.41860855073613684,0.15482361058396055,0.2430932460846671,0.2898377895922567,0.07781424817804125,0.0,0.13688711140249268,0.05011889340249274,-4.84687041354928,0
5,8.971166968806473,15.712891615630594,7.16324849082231,0.3683507904489737,2.598252860534694,0.48865587625344037,0.2174105312098837,0.297589703935711,0.3093089388032878,0.08293754526737808,0.0,0.11703559263053047,0.02817331463053053,-5.189581734127017,0
6,8.649269881809749,12.40048189013941,6.7606170793640015,0.33013545285420104,2.4857022528562607,0.5592953782826477,0.25177215685328364,0.31150479299845546,0.36041107716659254,0.08746003896934887,0.0,0.1642077167442297,0.057148102744229885,-3.602198450675864,0
7,9.094350114669236,13.482060600810444,7.976238403426925,0.33829822226809164,2.354801853580426,0.6746735222199073,0.3237443025921985,0.31801754826574835,0.37539709619173794,0.09729431544985802,0.0,0.1699986922800939,0.06555997428009376,-4.130529222155949,0
8,8.467606149863489,10.626079622194803,8.221399599695612,0.33447278301988453,2.044877627005964,0.7802604277219158,0.348783421554674,0.29665675651043955,0.4677561229419329,0.10046052889336697,0.0,0.1839046472803776,0.058189328280377824,-3.199446568101319,0
9,6.469445099538198,8.030898607434253,4.082041031201854,0.33333978025992483,1.7971385990779774,0.5334364933700732,0.21310594502518274,0.3171418876364603,3.2930921493096967,0.09628334365615371,0.0,0.18989532466493828,0.06815660466493854,-0.527941552609312,0.007540236331223401
10,6.02559807682933,12.652485266457013,2.779780371565117,0.30050790443732694,1.632014223731198,0.644295674727378,0.2579917306150393,0.31927600657959654,1.9570135479595177,0.08901178962983446,0.0,0.18831554436630918,0.06258075036630917,-1.7764214540551193,0
11,3.6910708288019713,19.22585041766961,0.9260515968709194,0.2878476662269014,2.45203906956807,0.3591977859261501,0.1391835131094833,0.2902264294941234,1.8304393248491588,0.07794101147074076,0.0,0.18061495519931126,0.06261453919931108,-3.4228948173025917,0.018773192900645944
12,4.382859335613898,18.08757770607297,1.0819646326407915,0.2989214022964279,3.2840224418889297,0.4181625405832651,0.1394608821209981,0.2983626004556243,2.1755049995761895,0.08342051038540585,0.0,0.21017896977963216,0.07359627077963211,-2.969333216076121,0.004935843379118804
