Match demand,Minimize cost,tooltip
310417819.7642011,55.9480460104456,"Generation: 1<br>Type: Minimize curtailments<br>Installed power: 371.84 GW<br>Renewable power: 371.84 GW (909.37 %)<br>Emissions: 0.00 Kton CO<sub>2</sub> (100.00 %)<br>Imported energy: 0.00 GWh<br>Exported energy: -78268.19 GWh<br>Net cost: 17,710.34 M€<br>Dumped energy cost: 10,961.98 M€<br>Power PV: 130.01 GW (129764)<br>Power wind: 149.41 GW (148981)<br>Power CSP: 54.51 GW (52207)<br>Match demand = 310,417.82 GWh<br>Minimize cost = 5.59 c€/kWh<br>"
238960088.5785639,57.257681206151695,"Generation: 16<br>Type: Minimize curtailments<br>Installed power: 324.20 GW<br>Renewable power: 324.20 GW (792.87 %)<br>Emissions: 0.00 Kton CO<sub>2</sub> (100.00 %)<br>Imported energy: 0.00 GWh<br>Exported energy: -75678.13 GWh<br>Net cost: 18,124.91 M€<br>Dumped energy cost: 9,142.04 M€<br>Power PV: 77.72 GW (77471.83556795784)<br>Power wind: 148.36 GW (147936.8324988765)<br>Power CSP: 60.21 GW (57906.30238279965)<br>Match demand = 238,960.09 GWh<br>Minimize cost = 5.73 c€/kWh<br>"
240479319.48039412,57.179942239881626,"Generation: 15<br>Type: Minimize curtailments<br>Installed power: 325.09 GW<br>Renewable power: 325.09 GW (795.03 %)<br>Emissions: 0.00 Kton CO<sub>2</sub> (100.00 %)<br>Imported energy: 0.00 GWh<br>Exported energy: -76059.00 GWh<br>Net cost: 18,100.30 M€<br>Dumped energy cost: 9,178.73 M€<br>Power PV: 77.39 GW (77140.96136130649)<br>Power wind: 149.93 GW (149501.57899216132)<br>Power CSP: 59.86 GW (57556.94630406005)<br>Match demand = 240,479.32 GWh<br>Minimize cost = 5.72 c€/kWh<br>"
240916265.58878198,57.17745881976017,"Generation: 13<br>Type: Minimize curtailments<br>Installed power: 325.40 GW<br>Renewable power: 325.40 GW (795.80 %)<br>Emissions: 0.00 Kton CO<sub>2</sub> (100.00 %)<br>Imported energy: 0.00 GWh<br>Exported energy: -76035.17 GWh<br>Net cost: 18,099.51 M€<br>Dumped energy cost: 9,190.23 M€<br>Power PV: 77.92 GW (77672.27239850309)<br>Power wind: 149.71 GW (149284.23874249347)<br>Power CSP: 59.86 GW (57556.94630406005)<br>Match demand = 240,916.27 GWh<br>Minimize cost = 5.72 c€/kWh<br>"
241639815.76687744,57.167023052008844,"Generation: 12<br>Type: Minimize curtailments<br>Installed power: 325.90 GW<br>Renewable power: 325.90 GW (797.03 %)<br>Emissions: 0.00 Kton CO<sub>2</sub> (100.00 %)<br>Imported energy: 0.00 GWh<br>Exported energy: -76041.79 GWh<br>Net cost: 18,096.21 M€<br>Dumped energy cost: 9,209.11 M€<br>Power PV: 78.59 GW (78342.92914505384)<br>Power wind: 149.57 GW (149143.04302227532)<br>Power CSP: 59.83 GW (57529.02300130101)<br>Match demand = 241,639.82 GWh<br>Minimize cost = 5.72 c€/kWh<br>"
241383488.9914303,57.16848630351548,"Generation: 11<br>Type: Minimize curtailments<br>Installed power: 325.69 GW<br>Renewable power: 325.69 GW (796.49 %)<br>Emissions: 0.00 Kton CO<sub>2</sub> (100.00 %)<br>Imported energy: 0.00 GWh<br>Exported energy: -76097.99 GWh<br>Net cost: 18,096.67 M€<br>Dumped energy cost: 9,203.51 M€<br>Power PV: 78.03 GW (77783)<br>Power wind: 149.93 GW (149501.57899216132)<br>Power CSP: 59.82 GW (57511.59256361747)<br>Match demand = 241,383.49 GWh<br>Minimize cost = 5.72 c€/kWh<br>"
258189651.448048,56.62982246647452,"Generation: 8<br>Type: Minimize curtailments<br>Installed power: 337.39 GW<br>Renewable power: 337.39 GW (825.12 %)<br>Emissions: 0.00 Kton CO<sub>2</sub> (100.00 %)<br>Imported energy: 0.00 GWh<br>Exported energy: -76761.05 GWh<br>Net cost: 17,926.16 M€<br>Dumped energy cost: 9,582.76 M€<br>Power PV: 91.87 GW (91623.39105736642)<br>Power wind: 149.73 GW (149303)<br>Power CSP: 57.88 GW (55577)<br>Match demand = 258,189.65 GWh<br>Minimize cost = 5.66 c€/kWh<br>"
267186495.97588563,56.5398763328199,"Generation: 8<br>Type: Minimize curtailments<br>Installed power: 344.46 GW<br>Renewable power: 344.46 GW (842.41 %)<br>Emissions: 0.00 Kton CO<sub>2</sub> (100.00 %)<br>Imported energy: 0.00 GWh<br>Exported energy: -75329.22 GWh<br>Net cost: 17,897.68 M€<br>Dumped energy cost: 9,781.87 M€<br>Power PV: 107.46 GW (107213.15460909485)<br>Power wind: 141.17 GW (140740.43788355717)<br>Power CSP: 57.92 GW (55617.447151469554)<br>Match demand = 267,186.50 GWh<br>Minimize cost = 5.65 c€/kWh<br>"
280486787.5527861,56.39922080188097,"Generation: 5<br>Type: Minimize curtailments<br>Installed power: 352.01 GW<br>Renewable power: 352.01 GW (860.87 %)<br>Emissions: 0.00 Kton CO<sub>2</sub> (100.00 %)<br>Imported energy: 0.00 GWh<br>Exported energy: -77590.79 GWh<br>Net cost: 17,853.16 M€<br>Dumped energy cost: 10,194.09 M€<br>Power PV: 107.62 GW (107376.53425221419)<br>Power wind: 149.73 GW (149303)<br>Power CSP: 56.74 GW (54440.34168715298)<br>Match demand = 280,486.79 GWh<br>Minimize cost = 5.64 c€/kWh<br>"
221120610.23535424,64.2109861395591,"Generation: 150<br>Type: Minimize curtailments<br>Installed power: 305.47 GW<br>Renewable power: 305.47 GW (747.05 %)<br>Emissions: 0.00 Kton CO<sub>2</sub> (100.00 %)<br>Imported energy: 0.00 GWh<br>Exported energy: -67199.47 GWh<br>Net cost: 20,325.97 M€<br>Dumped energy cost: 10,065.59 M€<br>Power PV: 68.45 GW (68206.63330012912)<br>Power wind: 117.22 GW (116792.325020505)<br>Power CSP: 81.88 GW (79579.39763205084)<br>Match demand = 221,120.61 GWh<br>Minimize cost = 6.42 c€/kWh<br>"
