month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,6.872111011832538,33.46329077289919,3.4430128627170986,0.29615193683934204,2.1948430929518046,0.3976870740317129,0.30646579077395764,0.0,0.0,0.0,0.0,0.0,0.0,-5.655987338512754,0
2,8.178156509327296,29.37292340470047,7.757711051970632,0.3015549999760582,2.3890908534928204,0.2999943918403093,0.16618442514885368,0.0,0.0,0.0,0.0,0.0,0.0,-6.067725951048237,0
3,9.678610640686374,49.17278046194834,8.119038026445489,0.27141260889230834,4.4023644028676925,0.02996397370156224,0.011473999649117933,0.0,0.0,0.0,0.0,0.0,0.0,-8.895208602367108,0
4,11.327390205144365,28.197792538467777,11.312167776326014,0.23789534185361258,4.718400483856086,0.18853435549399297,0.10860800086599973,0.0,0.0,0.0,0.0,0.0,0.0,-7.182456987649611,0
5,12.805443382456716,20.742628937300033,16.57036616257313,0.2916666870779689,3.5230999305233914,0.4403665132832439,0.30934122996639385,0.0,0.0,0.0,0.0,0.0,0.0,-6.223702687501831,0
6,12.849631809282624,16.302215888810384,19.139443737447877,0.30499332318636324,3.718032184755912,0.48380592530009703,0.30523412743635103,0.0,0.0,0.0,0.0,0.0,0.0,-5.994329259917769,0
7,15.099423099255791,15.85792507364082,29.80948438121483,0.3243793888711321,3.0273863106613397,0.23997116473903082,0.13307473323956673,0.0,0.0,0.0,0.0,0.0,0.0,-7.596892816429541,0
8,13.357386217533776,19.49529386184855,23.902339175518588,0.31752930969607074,2.105587826808821,0.4663715122837771,0.24660342135779942,0.0,0.0,0.0,0.0,0.0,0.0,-6.655801823677274,0
9,10.713146893929741,15.06945654831711,16.172982999361246,0.32033504378171523,1.9268267481345125,0.7789785707944924,0.5214458015027467,0.0,0.0,0.0,0.0,0.0,0.0,-4.450682667768335,0
10,9.049929719991251,27.308136723614833,10.193008405341436,0.29773732826195853,1.462667744678588,0.36264145860999275,0.2509452077989996,0.0,0.0,0.0,0.0,0.0,0.0,-6.257141320132971,0
11,5.879788480893944,28.554117129162076,2.6989163054743144,0.2933198425317468,2.1620009657595243,0.35408459704644385,0.19487309007747894,0.0,0.0,0.0,0.0,0.0,0.0,-5.303128244459674,0
12,6.585520718980282,27.42451709387551,3.8086070372156473,0.300199110704128,2.486663765611238,0.37189964865720687,0.2605961427564501,0.0,0.0,0.0,0.0,0.0,0.0,-5.395069556014097,0
