month (%),PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%),Export (%),Import (%)
1,16.540880074927042,66.73978619225421,9.875592391768183,0.7202654319674355,4.489547176510373,0.8740112131551007,0.5166769742330654,0.0,0.24324054518456334,0.0,0.0,0.0,0.0,-11.82017466496212,0.0
2,15.914092276852744,70.7129187502662,7.050349741752041,0.6597752185980436,4.457468450456009,0.7402840626861681,0.465111499388803,0.0,0.0,0.0,0.0,0.0,0.0,-12.378943881749736,0.0
3,20.226533371952343,52.84848663004163,20.89431356520025,0.47628658147750774,4.7745199853438995,0.5057470946922388,0.27411277129216216,0.0,0.0,0.0,0.0,0.0,0.0,-12.28692003001287,0.0
4,21.998249088559913,43.59889931630871,30.30822603067941,0.3795118784813305,3.096736929296056,0.3949406516475018,0.22343610502708602,0.0,0.0,0.0,0.0,0.0,0.0,-12.173142380328915,0.0
5,23.596873605525342,36.730003756248976,35.270105131591485,0.4992240404219916,3.235652622861788,0.4488680690453992,0.21927277430503117,0.0,0.0,0.0,0.0,0.0,0.0,-12.28896346459867,0.0
6,22.22619823874469,31.46830153954863,41.97311233739008,0.47996289051291186,2.5980433690945772,0.8691218949524031,0.38525972975671946,0.0,0.0,0.0,0.0,0.0,0.0,-10.878003408314873,0.0
7,22.250171204479948,31.862977483221968,42.612575004040835,0.503618379054138,1.8014994428758158,0.663757937271101,0.30540054905616787,0.0,0.0,0.0,0.0,0.0,0.0,-11.139544660768319,0.0
8,21.433262586856728,34.840088769473525,40.082630529803396,0.52756913442614,1.805563566510655,0.8102576351026639,0.5006277778269039,0.0,0.0,0.0,0.0,0.0,0.0,-10.621676367157528,0.0
9,22.453861722702396,33.024058560224105,39.62461765822165,0.5804499116763742,2.1523956589610176,1.410555745734948,0.7540607424795297,0.0,0.0,0.0,0.0,0.0,0.0,-10.095728418877327,0.0
10,22.398538969632938,43.03765989834949,29.862107389128997,0.6671037940298166,1.6661691740812665,1.3801550896218702,0.9882656851556347,0.0,0.0,0.0,0.0,0.0,0.0,-10.718561032464164,0.0
11,19.47623960665517,57.65735451280908,18.523147436411275,0.7097971113080449,1.9210404790196114,1.008278791972753,0.7041420618240608,0.0,0.0,0.0,0.0,0.0,0.0,-11.36153267819832,0.0
12,13.72801191533378,73.49763725182785,8.465914143180333,0.6302953633587912,2.5193399921444044,0.6901781058658901,0.468623228288921,0.0,0.0,0.0,0.0,0.0,0.0,-13.042479180517,0.0
