month (MWh),PV (MWh),Wind (MWh),CSP (MWh),Other renewables (MWh),Hydraulic (MWh),Pumped hydropower (MWh),Batteries (MWh),Cogeneration (MWh),Combined cycle (MWh),Fuel & Gas (MWh),Nuclear (MWh),No renewable residues (MWh),Renewable residues (MWh),Export (MWh),Import (MWh)
1,2.9324549941236717,13.285870690729006,0.5386583693671518,0.29615193683934204,2.1948430929518046,0.20995923943881284,0.045063487519539175,0.7450247755313095,4.3748343478493235,0.1607809183896746,2.2778432692267794,0.2378789142347222,0.08057092223472186,-1.7612789667184268,0.009886200179416391
2,3.282790005116947,11.537507586280976,1.0889937423688945,0.3015549999760582,2.3890908534928204,0.3445186914173307,0.0711311327164384,0.6762634402248601,2.8333492164845766,0.1536445042498942,2.052574360939721,0.21501555216241955,0.07300114616241962,-0.7959561663645346,0
3,3.9300352950215616,19.345462322158607,1.0137620160369785,0.27141260889230834,4.4023644028676925,0.1983716686618315,0.03827093107858734,0.7015354800369239,0.38767876902683124,0.16041663867883188,2.006357320076156,0.22667721128154278,0.07719093328154289,-5.529116266390016,0
4,4.414870909311387,10.976722269137081,1.5276999706684165,0.23789534185361258,4.718400483856086,0.42354799905693585,0.11319013724820451,0.7068746144962943,0.8752417742746051,0.15208226192079702,1.704067034443585,0.17832677023593824,0.07762474723593812,-2.6020759374403797,0
5,5.249014624331613,8.17082836044745,2.32518936524021,0.2916666870779689,3.5230999305233914,0.322703781334608,0.07446143571875985,0.7263309974318679,2.501770266386633,0.16025467998201934,1.6665610760406078,0.14829767359936408,0.03561520059936387,-1.7050330948979784,0
6,5.239391391988037,6.44018819573446,2.6240024655984464,0.30499332318636324,3.718032184755912,0.3397174611328757,0.06263904568828776,0.7219752876456819,2.7576058449340284,0.16706614927399027,1.605290443660391,0.18716217252772346,0.06255579852772339,-0.9601036242725653,0
7,5.901670624405146,6.1387451195168605,4.0694268870208345,0.3243793888711321,3.0273863106613397,0.4624258635605983,0.09212695387718066,0.7319952729146902,2.43073374886154,0.19378538837337309,1.9983597515144036,0.21320391208296954,0.07844227708296954,-0.367428550261943,0
8,5.513409347892302,7.748890329235787,3.313777344146933,0.31752930969607074,2.105587826808821,0.2674883414634366,0.04054133966051143,0.7094339560308744,2.9336176303163968,0.19963444823518572,2.2954532637727962,0.20869842351459494,0.07979500551459484,-0.5314006039759112,0
9,4.732764409570054,6.100594635905565,2.241978935206361,0.32033504378171523,1.9268267481345125,0.1927093301093643,0.02776468438254798,0.7234447074708009,4.798767871069594,0.18059814039605596,2.2406160016440935,0.20172164632218262,0.07744088632218264,-0.13855885919288022,0
10,3.6944933938954896,10.718111006370457,1.4395763725774315,0.29773732826195853,1.462667744678588,0.3268058866429824,0.05999989172084734,0.756906083975058,3.093012089386346,0.16886115110010044,2.302133905485881,0.2135209038936178,0.07858186989361773,-1.2183346195187275,0
11,2.443454690711142,11.316207235030282,0.3758404868462144,0.2933198425317468,2.1620009657595243,0.24235444396476877,0.047441565910351084,0.7424452505583345,4.551261436090316,0.15071084548987054,1.7118416956706481,0.20254819669762675,0.0721930156976267,-0.7610103640281903,0.00017604327355340865
12,2.740921015219762,10.763286934913044,0.5271560515744035,0.300199110704128,2.486663765611238,0.2945699548007804,0.06370067630411033,0.759804975739334,4.346836404094006,0.15706561109055334,1.9160019259765353,0.2018068777282,0.08095891072819993,-0.7232272459123383,0
