month (%),PV (%),Wind (%),CSP (%),Other renewables (%),Hydraulic (%),Pumped hydropower (%),Batteries (%),Cogeneration (%),Combined cycle (%),Fuel & Gas (%),Nuclear (%),No renewable residues (%),Renewable residues (%),Export (%),Import (%)
1,8.43211327211089,50.74690354617724,0.8848848539869444,0.9752961443220194,12.413225611845963,0.8513380222404452,0.16769893593532922,2.3052676780307744,14.17991024268005,0.6003629494873898,7.427465468696076,0.7666508551374762,0.24888241934939123,-9.95354411540327,0.02176770765216337
2,10.722751600395304,53.99947698086293,2.0578100480256283,0.9359263397899059,14.388508312313824,0.8272861368803046,0.24506363438228007,2.1167452970377107,6.933384403136907,0.5670845897182005,6.284693602144528,0.709712959560022,0.211556095752441,-12.535285034981598,0.0
3,15.67068927123479,45.1432268144309,5.906817021236699,0.8470554855369856,14.47716397431679,0.7471786652653806,0.09946536977803731,2.061365578203526,5.825391469133159,0.5668522700953524,7.69109513644619,0.7330943744232693,0.2306045698989415,-12.309560613889621,0.0
4,16.90750930026428,40.17769355949502,6.947449588851119,0.7623918336608833,19.056447854518684,1.1300362486165505,0.27590557498454316,2.174912069099616,2.9449768056629155,0.5866338933505267,8.204628984839621,0.6931377290162535,0.13827655763997668,-11.978135828100141,0.0
5,19.04338550723914,36.50204389321089,8.767759010433906,1.0398702259746986,19.145402892132378,1.648486128848218,0.4167770045840709,2.3831725685541265,3.209281147567198,0.6430142800793341,6.5050735459388545,0.5593921490092412,0.13634164642794008,-10.62364589503646,0.0
6,22.087352470130963,30.756310599302523,14.837141599824514,1.0995783405071446,11.296155078404283,1.7952969516056412,0.48197405696286677,2.4886596715893403,5.186615684194455,0.6931734514785645,8.222230790570709,0.7961507318410301,0.25936057358796283,-7.928283320860353,0.0
7,21.468159833845935,31.879428547348017,14.274749273270476,1.1476244527920958,8.380079622742343,1.5310563391897725,0.3594077033631043,2.4810331662439147,7.955614456642159,0.7566186839486727,8.529566520001728,0.9488198484305829,0.2878415521812108,-4.960977961565217,0.0
8,21.230071653440337,33.70899172635473,14.427212820077274,1.2233525671160712,7.657657830604677,1.6673149678013843,0.3542247096441623,2.3838772103933046,6.700879422851769,0.7889621752887264,8.611297696510377,0.9650502972428786,0.2811069226742993,-5.49561581988896,0.0
9,20.17600897024883,27.427594849227596,11.752596120723876,1.2672479090676372,6.807095726597367,1.3314132514507877,0.3124896553830026,2.640921907748185,16.932846091492905,0.7939396798890456,9.215186555937976,1.031393631567569,0.31126565066522227,-1.5205700100687094,0.0
10,16.267650742558004,26.06081198633303,6.075352656139546,1.335358879699799,7.1122597017641835,1.0813066397215483,0.21538260725167513,3.035853707340736,26.728101361696595,0.7908771940982441,9.921469120233454,1.058229221157143,0.3173461820060374,-1.012827387077973,0.0
11,11.418504129289724,40.37251653769598,2.804493206557608,1.265096710302915,6.223453043335763,1.0324636536218745,0.20535417259025837,2.8630908826666337,24.94331479475835,0.6739360670622043,6.981788107000501,0.8998185276901767,0.316170167428005,-2.734754090802011,0.03497801753711174
12,10.556937842503201,28.336286557224966,2.4245894726049655,1.2674824603100288,7.639940862739515,0.1441626051277551,0.0,2.889900744511645,36.80304578630551,0.7056312728671207,8.002393689487283,0.8907675715594746,0.33886113475853313,0.0,0.16840982837581625
